codice_iop;conferente;data_creazione;tipologia_infrastruttura;nome_infrastruttura;tipologia_opera;nome_opera;anno_entrata_esercizio;ellissoide;sistema_di_riferimento;coordinate_geografiche;regione;provincia;comune;ente_concedente;concessionario;ente_vigilante;codice_cup
FECX5081PNJCS5WSWH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5081;VIADOTTO;Viadotto  Km.28,557;1900;WGS84;EPSG:4326;POINT (12.82575261 43.52278812); ; ; ;RFI;RFI; ; 
FECX5081PNVLHMAYMA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5081;VIADOTTO;Viadotto  Km.28,384;1900;WGS84;EPSG:4326;POINT (12.8239752 43.520371); ; ; ;RFI;RFI; ; 
FECX5082PNHBCR7M1J;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5082;VIADOTTO;Viadotto  Km.26,767;1900;WGS84;EPSG:4326;POINT (12.81618397 43.5089568); ; ; ;RFI;RFI; ; 
FECX5082PNMBUZYLTN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5082;VIADOTTO;Viadotto  Km.26,948;1900;WGS84;EPSG:4326;POINT (12.8183369 43.4622209); ; ; ;RFI;RFI; ; 
FECX5083PNF1JYZJJH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5083;SOTTOVIA;Sottopasso Km.21,071;1900;WGS84;EPSG:4326;POINT (12.8510624 43.436331); ; ; ;RFI;RFI; ; 
FECX5083PNNOK5AZBU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5083;VIADOTTO;Viadotto  Km.17,670;1900;WGS84;EPSG:4326;POINT (12.8510624 43.436331); ; ; ;RFI;RFI; ; 
FECX5083PNXBANJP8Q;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5083;PONTE;Ponte - Km. 20,760;1900;WGS84;EPSG:4326;POINT (12.8510624 43.436331); ; ; ;RFI;RFI; ; 
FECX5083PNXIOODHGA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5083;PONTE;Ponte - Km. 21,004;1900;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5088PN0ADL2BPP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5088;PONTE;Ponte - Km. 2,254;1900;WGS84;EPSG:4326;POINT (12.90531769 43.345405); ; ; ;RFI;RFI; ; 
FECX5088PNSGXZNA9S;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5088;VIADOTTO;Viadotto  Km.2,647;1900;WGS84;EPSG:4326;POINT (12.90531769 43.345405); ; ; ;RFI;RFI; ; 
FECX5121PN7HOWKHIR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5121;SOTTOVIA;Sottovia - Km. 76,335;1866;WGS84;EPSG:4326;POINT (12.0622189 43.19353338); ; ; ;RFI;RFI; ; 
FECX5121PNCRR03A2B;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5121;PONTE;Ponte - Km. 75,506;1866;WGS84;EPSG:4326;POINT (12.07141089 43.19516872); ; ; ;RFI;RFI; ; 
FECX5121PNH329NYZE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5121;SOTTOVIA;Sottovia km. 74,931;1945;WGS84;EPSG:4326;POINT (12.07779295 43.19630618); ; ; ;RFI;RFI; ; 
FECX5121PNJXDJGNHE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5121;SOTTOVIA;Sottovia - Km. 75,512;1945;WGS84;EPSG:4326;POINT (12.07133348 43.19515488); ; ; ;RFI;RFI; ; 
FECX5121PNPAS9XOZG;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5121;SOTTOVIA;Sottovia - Km. 77,799;1866;WGS84;EPSG:4326;POINT (12.04635001 43.18939815); ; ; ;RFI;RFI; ; 
FECX5121PNQLMKJ9CA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5121;SOTTOVIA;Sottovia - Km. 75,500;1945;WGS84;EPSG:4326;POINT (12.07146619 43.1951786); ; ; ;RFI;RFI; ; 
FECX5121PNYVDOY0N7;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5121;SOTTOVIA;Sottovia - Km. 74,259;1925;WGS84;EPSG:4326;POINT (12.08575277 43.19707552); ; ; ;RFI;RFI; ; 
FECX5121PNZ2NSLXBJ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5121;SOTTOVIA;Sottovia - Km. 74,607;1866;WGS84;EPSG:4326;POINT (12.08149248 43.19696155); ; ; ;RFI;RFI; ; 
FECX5122PNJP4U61WY;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5122;PONTE;Ponte Canale Km. 71+659;1866;WGS84;EPSG:4326;POINT (12.11672422 43.19285013); ; ; ;RFI;RFI; ; 
FECX5122PNVJP4UJJX;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5122;PONTE;Ponte - Km. 73+893;1866;WGS84;EPSG:4326;POINT (12.09003064 43.19650273); ; ; ;RFI;RFI; ; 
FECX5123PNG5NGEJKY;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5123;SOTTOVIA;Sottovia - Km.65+625;1945;WGS84;EPSG:4326;POINT (12.18194452 43.17761767); ; ; ;RFI;RFI; ; 
FECX5123PNRKQJMNLE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5123;SOTTOVIA;Sottovia - Km. 69+769;1945;WGS84;EPSG:4326;POINT (12.13712459 43.1856383); ; ; ;RFI;RFI; ; 
FECX5124PNS5LLTWF3;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5124;PONTE;Ponte - Km. 61+216;1866;WGS84;EPSG:4326;POINT (12.19926585 43.13885691); ; ; ;RFI;RFI; ; 
FECX5125PNFCKAONU8;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5125;SOTTOVIA;Sottovia - Km. 60,241;1866;WGS84;EPSG:4326;POINT (12.20888979 43.13522922); ; ; ;RFI;RFI; ; 
FECX5125PNIJMKWIZK;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5125;PONTE;Ponte - Km. 56,117;1866;WGS84;EPSG:4326;POINT (12.24476857 43.11182679); ; ; ;RFI;RFI; ; 
FECX5125PNLPOBN0E5;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5125;SOTTOVIA;Sottovia - Km. 55,919;1866;WGS84;EPSG:4326;POINT (12.24593402 43.11007806); ; ; ;RFI;RFI; ; 
FECX5125PNOGRL2GNW;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5125;SOTTOVIA;Sottovia Km. 60,682;1995;WGS84;EPSG:4326;POINT (12.20436087 43.13668809); ; ; ;RFI;RFI; ; 
FECX5126PN9NYHXHC9;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5126;SOTTOVIA;Sottovia - Km.53+190;1945;WGS84;EPSG:4326;POINT (12.27602505 43.10077718); ; ; ;RFI;RFI; ; 
FECX5126PNEUAZYI5B;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5126;SOTTOVIA;Sottovia KM 55+343;1945;WGS84;EPSG:4326;POINT (12.25056199 43.10577619); ; ; ;RFI;RFI; ; 
FECX5126PNGMAURROA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5126;SOTTOVIA;Sottovia KM54+058;1866;WGS84;EPSG:4326;POINT (12.26561421 43.10234013); ; ; ;RFI;RFI; ; 
FECX5126PNGQ03EGC4;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5126;SOTTOVIA;Sottovia - Km 51+098;1945;WGS84;EPSG:4326;POINT (12.30112059 43.09757544); ; ; ;RFI;RFI; ; 
FECX5126PNJIGUUZJJ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5126;SOTTOVIA;Sottovia - Km.52+160;1866;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5128PN5PM4JYNE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5128;PONTE;Ponte - Km.34,599;1866;WGS84;EPSG:4326;POINT (12.4382384 43.0917986); ; ; ;RFI;RFI; ; 
FECX5128PN6JLUSSCS;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5128;PONTE;Ponte - Km.33,066;1866;WGS84;EPSG:4326;POINT (12.4382384 43.0917986); ; ; ;RFI;RFI; ; 
FECX5128PN9TPQSUBF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5128;PONTE;Ponte - Km.31+519;1866;WGS84;EPSG:4326;POINT (12.40872045 43.07860321); ; ; ;RFI;RFI; ; 
FECX5128PNFIPMRWAI;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5128;PONTE;Ponte -Km.29+020;1866;WGS84;EPSG:4326;POINT (12.43118618 43.09046637); ; ; ;RFI;RFI; ; 
FECX5128PNIJRUH1R6;Rete Ferroviaria Italiana - Società per Azioni;21/02/2020;FERROVIA_COMPLEMENTARE;TR5128;SOTTOVIA;Sottovia Stradale e Pedonale Km. 39,333;1945;WGS84;EPSG:4326;POINT (12.37763767 43.10212015); ; ; ;RFI;RFI; ; 
FECX5128PNRK1DXP2M;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5128;SOTTOVIA;Sottovia Stradale e Pedonale Km. 28,670;1945;WGS84;EPSG:4326;POINT (12.43483231 43.09117467); ; ; ;RFI;RFI; ; 
FECX5128PNTWEUBRP0;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5128;SOTTOVIA;Sottovia - Km. 30,360;1866;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5128PNY7LFYSKY;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5128;PONTE;Ponte Canale Km.33,901;1866;WGS84;EPSG:4326;POINT (12.39072329 43.06204554); ; ; ;RFI;RFI; ; 
FECX5129PN1IYMDEY0;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5129;SOTTOVIA;Sottovia - Km. 27+783;1866;WGS84;EPSG:4326;POINT (12.44482736 43.09296252); ; ; ;RFI;RFI; ; 
FECX5129PNC3ETNE0S;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5129;SOTTOVIA;Sottovia - Km. 23+715;1995;WGS84;EPSG:4326;POINT (12.4935134 43.08583171); ; ; ;RFI;RFI; ; 
FECX5129PNH3QP1ANU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5129;SOTTOVIA;Sottovia - Km. 25+747;1866;WGS84;EPSG:4326;POINT (12.46921975 43.08981778); ; ; ;RFI;RFI; ; 
FECX5129PNHVQ0JL4V;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5129;VIADOTTO;Viadotto Km 27+407;1866;WGS84;EPSG:4326;POINT (12.44934578 43.09304047); ; ; ;RFI;RFI; ; 
FECX5129PNIOEUIG4C;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5129;PONTE;Ponte - Km. 23,815;1866;WGS84;EPSG:4326;POINT (12.4923326 43.08604525); ; ; ;RFI;RFI; ; 
FECX5129PNIZH01SST;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5129;SOTTOVIA;Sottovia - Km. 26+462;1866;WGS84;EPSG:4326;POINT (12.46067792 43.09121118); ; ; ;RFI;RFI; ; 
FECX5129PNTVH3DMPY;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5129;SOTTOVIA;Sottovia - Km. 26+810;1866;WGS84;EPSG:4326;POINT (12.45651453 43.09188945); ; ; ;RFI;RFI; ; 
FECX5129PNX8COFRVH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5129;PONTE;Ponte fiume TEVERE Km. 27,234;1866;WGS84;EPSG:4326;POINT (12.45189654 43.09264188); ; ; ;RFI;RFI; ; 
FECX5130PNGP8VEG3I;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5130;PONTE;Ponte in ferro-Km.19,508 fiume Chiascio;1945;WGS84;EPSG:4326;POINT (12.54251973 43.07274148); ; ; ;RFI;RFI; ; 
FECX5130PNMLAC85IN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5130;SOTTOVIA;Sottovia - Km. 19+633;1945;WGS84;EPSG:4326;POINT (12.54004137 43.07339896); ; ; ;RFI;RFI; ; 
FECX5131PN129BOFN6;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5131;PONTE;Ponticello Km. 17,818;1866;WGS84;EPSG:4326;POINT (12.5853098 43.0589213); ; ; ;RFI;RFI; ; 
FECX5131PN6HMQHXZ5;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5131;SOTTOVIA;Sottopasso - Km. 15+850;1995;WGS84;EPSG:4326;POINT (12.58361119 43.06045365); ; ; ;RFI;RFI; ; 
FECX5131PNCN2D2RJ7;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5131;SOTTOVIA;Sottovia - Km. 15+950;1995;WGS84;EPSG:4326;POINT (12.58283712 43.06108698); ; ; ;RFI;RFI; ; 
FECX5131PNNHSJCYLL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5131;SOTTOVIA;Sottovia - Km. 18+300;1995;WGS84;EPSG:4326;POINT (12.55603159 43.06911067); ; ; ;RFI;RFI; ; 
FECX5131PNNQG2KCVF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5131;PONTE;Ponticello Km. 17,212;1866;WGS84;EPSG:4326;POINT (12.5853098 43.0589213); ; ; ;RFI;RFI; ; 
FECX5132PN21J6SUWL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5132;SOTTOVIA;Sottovia - Km. 15+092;1995;WGS84;EPSG:4326;POINT (12.58943717 43.05513776); ; ; ;RFI;RFI; ; 
FECX5132PNIYYQHOMN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5132;SOTTOVIA;Sottovia - Km. 13+851;1945;WGS84;EPSG:4326;POINT (12.5990783 43.046412); ; ; ;RFI;RFI; ; 
FECX5132PNJZDZEIBZ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5132;SOTTOVIA;Sottovia - Km. 12+918;1945;WGS84;EPSG:4326;POINT (12.60627468 43.03989738); ; ; ;RFI;RFI; ; 
FECX5132PNRPXD7GUX;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5132;SOTTOVIA;Sottovia km. 12+210;1995;WGS84;EPSG:4326;POINT (12.6117752 43.03492005); ; ; ;RFI;RFI; ; 
FECX5133PN02FZOAMU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5133;SOTTOVIA;Sottovia Km 9+236;1995;WGS84;EPSG:4326;POINT (12.6347688 43.01411597); ; ; ;RFI;RFI; ; 
FECX5133PN5BEVTCBD;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5133;SOTTOVIA;Sottovia - Km. 5+950;1995;WGS84;EPSG:4326;POINT (12.66027405 42.99102877); ; ; ;RFI;RFI; ; 
FECX5133PNQRKE4P22;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5133;SOTTOVIA;Sottovia - Km. 7+040;1995;WGS84;EPSG:4326;POINT (12.65181782 42.9986864); ; ; ;RFI;RFI; ; 
FECX5134PN1BHFG4TQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;PONTE;Ponte - Km. 3+408;1866;WGS84;EPSG:4326;POINT (12.68275776 42.97589786); ; ; ;RFI;RFI; ; 
FECX5134PNATL8Z5KR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;SOTTOVIA;Sottovia - Km. 3+580;1995;WGS84;EPSG:4326;POINT (12.68116176 42.97687784); ; ; ;RFI;RFI; ; 
FECX5134PNC5YJTRTT;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;SOTTOVIA;Sottovia - Km. 2+641;1945;WGS84;EPSG:4326;POINT (12.68979675 42.97157575); ; ; ;RFI;RFI; ; 
FECX5134PNEDFDHVDE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;PONTE;Ponte - Km. 4+846;1866;WGS84;EPSG:4326;POINT (12.66947341 42.984055); ; ; ;RFI;RFI; ; 
FECX5134PNINXNQOLX;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;SOTTOVIA;Sottovia km.0+519;1945;WGS84;EPSG:4326;POINT (12.70929558 42.95937908); ; ; ;RFI;RFI; ; 
FECX5134PNOBLMUN6K;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;SOTTOVIA;Sottovia - Km. 1+672;1995;WGS84;EPSG:4326;POINT (12.69873506 42.9660849); ; ; ;RFI;RFI; ; 
FECX5134PNPXT8MK95;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;SOTTOVIA;Sottovia - Km. 2+269;1945;WGS84;EPSG:4326;POINT (12.6932286 42.9694685); ; ; ;RFI;RFI; ; 
FECX5134PNQEG5EM5Z;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;PONTE;Ponte - Km. 0+902;1866;WGS84;EPSG:4326;POINT (12.70606781 42.96157916); ; ; ;RFI;RFI; ; 
FECX5134PNSNYEZBVP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;SOTTOVIA;Sottovia - Km. 0+869;1866;WGS84;EPSG:4326;POINT (12.70614161 42.96153383); ; ; ;RFI;RFI; ; 
FECX5134PNVBY17G4M;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;SOTTOVIA;Sottovia  Km 0+857;1945;WGS84;EPSG:4326;POINT (12.70630765 42.96143184); ; ; ;RFI;RFI; ; 
FECX5134PNVGFR1IT7;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;PONTE;Ponte - Km. 0+687;1866;WGS84;EPSG:4326;POINT (12.70782994 42.96049733); ; ; ;RFI;RFI; ; 
FECX5134PNYBH4WPI3;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5134;SOTTOVIA;Sottovia - Km. 0+935;1866;WGS84;EPSG:4326;POINT (12.70554205 42.96190218); ; ; ;RFI;RFI; ; 
FECX5149PNGA1AEZJL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5149;SOTTOVIA;Sottovia Veicolare Km.230,439 Zona Fiori;1945;WGS84;EPSG:4326;POINT (12.64345029 42.57020165); ; ; ;RFI;RFI; ; 
FECX5149PNGXWOCKYB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5149;PONTE;Ponte in ferro - Km. 228+790 fiume Nera;1945;WGS84;EPSG:4326;POINT (12.62950809 42.55949418); ; ; ;RFI;RFI; ; 
FECX5149PNHPUNKWJH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5149;SOTTOVIA;Sottopasso pedonale KM.230,182;1945;WGS84;EPSG:4326;POINT (12.63988203 42.56825586); ; ; ;RFI;RFI; ; 
FECX5149PNJZQPJURV;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5149;SOTTOVIA;Sottovia Veicolare KM.230,455 Zona Fiori;1945;WGS84;EPSG:4326;POINT (12.64361841 42.57023137); ; ; ;RFI;RFI; ; 
FECX5149PNPU6SSTRJ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5149;SOTTOVIA;Sottovia-Km.230,152-Km.230,165.Via bat.;1945;WGS84;EPSG:4326;POINT (12.64076287 42.56898884); ; ; ;RFI;RFI; ; 
FECX5152PNOJG661YH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5152;PONTE;Ponte in ferro - Km.213+701 fiume Velino;1945;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5152PNZPCKUOCF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5152;PONTE;Ponte - Km. 215+375;1945;WGS84;EPSG:4326;POINT (12.71987512 42.54373068); ; ; ;RFI;RFI; ; 
FECX5153PNTQPAXHNI;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5153;PONTE;Ponte in ferro - Km.208+430 fiume Velino;1945;WGS84;EPSG:4326;POINT (12.75744132 42.49205076); ; ; ;RFI;RFI; ; 
FECX5156PNEW9R2WN2;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5156;SOTTOVIA;Sottovia - Km. 197+950;1995;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5156PNXKSRNOWB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5156;PONTE;Ponte fiume - Km.197+208;1995;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5157PN1GHFLAX9;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5157;SOTTOVIA;Sottovia - Km. 192+197;1883;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5157PNE7GEDWZF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5157;SOTTOVIA;Sottovia - Km. 191+415;1995;WGS84;EPSG:4326;POINT (12.8625968 42.40592369); ; ; ;RFI;RFI; ; 
FECX5157PNHTH0L51H;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5157;SOTTOVIA;Sottovia - Km. 191+428;1995;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5157PNQNL9YUFP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5157;PONTE;Ponte in ferro - Km.193+017 fiume Turano;1945;WGS84;EPSG:4326;POINT (12.83648154 42.39226372); ; ; ;RFI;RFI; ; 
FECX5157PNV8DZPQX3;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5157;PONTE;Ponte in ferro - Km.191+696 fiume Velino;1945;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5158PNLCGY2UNA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5158;PONTE;Ponte - Km. 186+530;1883;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5158PNNYFUKUTL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5158;SOTTOVIA;Sottovia ad Arco Km 184+497;1883;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5158PNVT5LSEAX;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5158;PONTE;Ponte Canale - km.181+909;1916;WGS84;EPSG:4326;POINT (12.942682 42.38776679); ; ; ;RFI;RFI; ; 
FECX5161PNKXZHXFAX;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5161;PONTE;Ponte in ferro - Km.174+081 fiume Velino;1945;WGS84;EPSG:4326;POINT (13.00912466 42.37030123); ; ; ;RFI;RFI; ; 
FECX5161PNSZYADUAU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5161;SOTTOVIA;Sottovia - Km. 173+243;1883;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5161PNY6VH1T53;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5161;PONTE;Ponte in ferro - Km.175+225 f. Peschiera;1945;WGS84;EPSG:4326;POINT (12.99807281 42.36538789); ; ; ;RFI;RFI; ; 
FECX5163PNF2AS5BSW;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5163;SOTTOVIA;Sottovia scatolare - Km. 169+256;1945;WGS84;EPSG:4326;POINT (11.7981485 42.08828279); ; ; ;RFI;RFI; ; 
FECX5163PNIGI5BQMX;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5163;PONTE;Ponte scatolare e muratura - Km. 171+026;1945;WGS84;EPSG:4326;POINT (13.03031871 42.39258674); ; ; ;RFI;RFI; ; 
FECX5163PNLKQ8LUYM;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR5163;SOTTOVIA;Sottovia - Km. 169+519;1995;WGS84;EPSG:4326;POINT (13.04488388 42.40058855); ; ; ;RFI;RFI; ; 
