source_id;event_id;source_role;source_type;source_title;source_url;publication_date;access_date;language;notes
SRC0365;B13.09.01;News;La Repubblica;Nubifragio a Roma, la strada diventa un fiume;https://roma.repubblica.it/cronaca/2013/08/27/video/nubifragio_a_roma_la_strada_diventa_un_fiume-422934858/;2013-08-27;2026-05-20;IT;Video documentation of intense urban flooding conditions affecting transport infrastructure in Rome.
SRC0366;B13.10.01;News;La Repubblica;Maltempo, il ponte crollato a Carasco;https://genova.repubblica.it/cronaca/2013/10/22/foto/maltempo_il_ponte_crollato_a_carasco-69157736/4/#1;2013-10-22;2026-05-20;IT;Photographic documentation of the collapse of Ponte San Pietro over the Sturla river during the Liguria flood event.
SRC0367;B13.10.01;News;Il Secolo XIX;Carasco, crolla un ponte;https://www.ilsecoloxix.it/levante/2013/10/22/news/carasco-crolla-un-ponte-1.32341472;2013-10-22;2026-05-20;IT;Regional news coverage documenting hydraulic collapse and disruption caused by flooding of the Sturla river.
SRC0368;B13.10.01;Official/Technical;Studio Majone;Consulenza idrologico-idraulica Ponte San Pietro Sturla;https://www.studiomajone.it/portfolio-items/consulenza-idrologico-idraulica-ponte-san-pietro-sturla/;2014-01-01;2026-05-20;IT;Technical hydraulic consultancy documentation related to reconstruction and hydraulic assessment of Ponte San Pietro after the collapse event.
SRC0369;B13.10.02;Official/Technical;Città Metropolitana;Ponte crollato a Firenzuola: avvio delle attività e aggiornamenti sulla viabilità;http://met.provincia.fi.it/news.aspx?n=217665;2014-03-05;2026-05-20;IT;Official institutional communication regarding collapse of the bridge infrastructure and emergency road management after the flood event.
SRC0370;B13.10.02;Official/Technical;Ministero dell'Interno;Partono i lavori per il nuovo ponte stradale a Firenzuola;https://www.interno.gov.it/it/notizie/partono-i-lavori-nuovo-ponte-stradale-firenzuola;2016-07-20;2026-05-20;IT;Official communication documenting reconstruction works and replacement of the bridge destroyed during the hydraulic event.
SRC0371;B13.11.01;News;ANSA;Alluvione 2013 Olbia, 3 condanne per crollo ponte e morti;https://www.ansa.it/sardegna/notizie/2022/03/14/alluvione-2013-olbia-3-condanne-per-crollo-ponte-e-morti_1a059e90-6f48-4658-a628-4028ad728836.html;2022-03-14;2026-05-20;IT;National news report documenting judicial findings and responsibilities associated with the bridge collapse during the 2013 flood event.
SRC0372;B13.11.01;News;La Repubblica;Sardegna in ginocchio, il maltempo fa strage: 16 morti;https://www.repubblica.it/cronaca/2013/11/19/news/sardegna_in_ginocchio_il_maltempo_fra_strage_16_morti_dispersi_4_travolti_dal_ponte-71336719/;2013-11-19;2026-05-20;IT;National coverage documenting collapse of the bridge and fatalities during the Cyclone Cleopatra flood disaster.
SRC0373;B13.11.02;News;CNR-IRPI;Alluvione in Sardegna - 18 Novembre 2013;https://polaris.irpi.cnr.it/event/59/;2013-11-18;2026-05-20;IT;Scientific event archive documenting hydrological and geomorphological impacts associated with the November 2013 Sardinia flood event.
SRC0374;B13.11.02;News;ANSA;Alluvione 2013 Olbia, 3 condanne per crollo ponte e morti;https://www.ansa.it/sardegna/notizie/2022/03/14/alluvione-2013-olbia-3-condanne-per-crollo-ponte-e-morti_1a059e90-6f48-4658-a628-4028ad728836.html;2022-03-14;2026-05-20;IT;National news report documenting judicial findings and responsibilities associated with the bridge collapse during the 2013 flood event.
SRC0375;B13.11.03;News;La Repubblica;Sardegna in ginocchio, il maltempo fa strage: 16 morti;https://www.repubblica.it/cronaca/2013/11/19/news/sardegna_in_ginocchio_il_maltempo_fra_strage_16_morti_dispersi_4_travolti_dal_ponte-71336719/;2013-11-19;2026-05-20;IT;National coverage documenting collapse of the bridge and fatalities during the Cyclone Cleopatra flood disaster.
SRC0376;B13.11.03;News;CNR-IRPI;Alluvione in Sardegna - 18 Novembre 2013;https://polaris.irpi.cnr.it/event/59/;2013-11-18;2026-05-20;IT;Scientific event archive documenting hydrological and geomorphological impacts associated with the November 2013 Sardinia flood event.
SRC0377;B13.11.04;News;ANSA;Alluvione 2013 Olbia, 3 condanne per crollo ponte e morti;https://www.ansa.it/sardegna/notizie/2022/03/14/alluvione-2013-olbia-3-condanne-per-crollo-ponte-e-morti_1a059e90-6f48-4658-a628-4028ad728836.html;2022-03-14;2026-05-20;IT;National news report documenting judicial findings and responsibilities associated with the bridge collapse during the 2013 flood event.
SRC0378;B13.11.04;News;La Repubblica;Sardegna in ginocchio, il maltempo fa strage: 16 morti;https://www.repubblica.it/cronaca/2013/11/19/news/sardegna_in_ginocchio_il_maltempo_fra_strage_16_morti_dispersi_4_travolti_dal_ponte-71336719/;2013-11-19;2026-05-20;IT;National coverage documenting collapse of the bridge and fatalities during the Cyclone Cleopatra flood disaster.
SRC0379;B13.11.05;News;CNR-IRPI;Alluvione in Sardegna - 18 Novembre 2013;https://polaris.irpi.cnr.it/event/59/;2013-11-18;2026-05-20;IT;Scientific event archive documenting hydrological and geomorphological impacts associated with the November 2013 Sardinia flood event.
SRC0380;B13.11.05;News;ANSA;Alluvione 2013 Olbia, 3 condanne per crollo ponte e morti;https://www.ansa.it/sardegna/notizie/2022/03/14/alluvione-2013-olbia-3-condanne-per-crollo-ponte-e-morti_1a059e90-6f48-4658-a628-4028ad728836.html;2022-03-14;2026-05-20;IT;National news report documenting judicial findings and responsibilities associated with the bridge collapse during the 2013 flood event.
SRC0381;B13.11.06;News;La Repubblica;Sardegna in ginocchio, il maltempo fa strage: 16 morti;https://www.repubblica.it/cronaca/2013/11/19/news/sardegna_in_ginocchio_il_maltempo_fra_strage_16_morti_dispersi_4_travolti_dal_ponte-71336719/;2013-11-19;2026-05-20;IT;National coverage documenting collapse of the bridge and fatalities during the Cyclone Cleopatra flood disaster.
SRC0382;B13.11.06;News;CNR-IRPI;Alluvione in Sardegna - 18 Novembre 2013;https://polaris.irpi.cnr.it/event/59/;2013-11-18;2026-05-20;IT;Scientific event archive documenting hydrological and geomorphological impacts associated with the November 2013 Sardinia flood event.
SRC0383;B13.11.07;News;Umbria24;Foligno, a due anni dalla piena del Topino via ai lavori di consolidamento del ponte di Scanzano;https://www.umbria24.it/attualita/foligno-a-due-anni-dalla-piena-del-topino-via-ai-lavori-di-consolidamento-del-ponte-di-scanzano/;2014-10-24;2026-05-20;IT;Local news article documenting long-term structural consequences of the 2012 flood event and subsequent stabilization works on Ponte di Scanzano.
SRC0384;B13.11.07;Official/Technical;Regione Umbria;Ponte di Scanzano, situazione non più differibile: le emergenze vanno affrontate;https://consiglio.regione.umbria.it/informazione/notizie/comunicati/ponte-di-scanzano-situazione-non-piu-differibile-le-emergenze-vanno;2015-03-12;2026-05-20;IT;Official regional communication discussing persistent structural criticalities and intervention priorities associated with the bridge after flood-induced damage.
SRC0385;B13.12.01;News;Il Resto del Carlino;Ponte di Rubbianello, sette anni dopo il crollo il ponte sull’Aso deve ancora essere ricostruito;https://www.ilrestodelcarlino.it/fermo/cronaca/ponte-rubbianello-0d9fe46e;2020-12-02;2026-05-20;IT;Retrospective article documenting the long-term consequences and reconstruction delays following the collapse of Ponte di Rubbianello.
SRC0386;B13.12.01;News;La Repubblica;Maltempo al Sud: allagamenti, esonda il fiume Aso e crolla un ponte;https://www.repubblica.it/cronaca/2013/12/02/news/maltempo_sud_italia-72473507/;2013-12-02;2026-05-20;IT;National coverage documenting flooding of the Aso river and collapse of the bridge during the December 2013 storm event.
SRC0387;B13.12.02;News;NTR24;Apice, crolla un pilastro del ponte sul fiume Miscano;https://www.ntr24.tv/2013/12/03/apice-crolla-un-pilastro-del-ponte-sul-fiume-miscano/;2013-12-03;2026-05-20;IT;Local news report documenting collapse of a bridge pier over the Miscano river near Apice.
SRC0388;B13.12.02;News;Radio Marte;Crolla pilastro di un ponte;https://www.radiomarte.it/crolla-pilastro-di-un-ponte/;2013-12-03;2026-05-20;IT;Regional news coverage documenting structural failure of the bridge support element and resulting infrastructure disruption.
SRC0389;B13.12.03;News;L'Eco di Bergamo;La Valle Serina divisa in due: ad Algua crolla sperone roccioso;https://www.ecodibergamo.it/stories/Cronaca/la-valle-serina-divisa-in-due-algua-crolla-sperone-roccioso_1035641_11/;2013-12-04;2026-05-20;IT;Local news report documenting collapse of the bridge after a major rockfall event affecting the Serina valley road corridor.
SRC0390;B13.12.03;News;Corriere della Sera;Sbalzo termico, frana travolge ponte in Valle Serina;https://bergamo.corriere.it/notizie/cronaca/13_dicembre_04/sbalzo-termico-frana-travolge-ponte-serina-08c70904-5cd7-11e3-a319-5493e7b80f59.shtml;2013-12-04;2026-05-20;IT;National/regional coverage documenting slope instability and bridge collapse caused by rockfall and thermal excursion effects.
SRC0391;B12.11.01;Official/Technical;Regione Toscana;Maltempo, crollato un ponte nel comune di Aulla;https://www.toscana-notizie.it/-/maltempo-crollato-un-ponte-nel-comune-di-aulla;2012-11-11;2026-05-20;IT;Official regional communication documenting collapse of the bridge near Sericciolo/Aulla during the November 2012 flood emergency.
SRC0392;B12.11.01;News;Il Tirreno;Crollato il ponte di Serricciolo, senza gas;https://www.iltirreno.it/massa/cronaca/2012/11/12/news/crollato-il-ponte-serricciolo-senza-gas-1.6020040;2012-11-12;2026-05-20;IT;Local news report documenting total bridge collapse and infrastructure disruption caused by severe flooding of the Aulella stream.
SRC0393;B12.11.02;News;Belluno Press;Crolla il ponte di pietra sul torrente Terche a Mel;https://www.bellunopress.it/2012/11/11/crolla-il-ponte-di-pietra-sul-torrente-terche-a-mel-sul-cismon-recuperato-un-temerario-canoista/;2012-11-11;2026-05-20;IT;Local news report documenting collapse of the stone bridge over the Terche stream during the November 2012 flood event.
SRC0394;B12.11.02;News;Belluno Press;Crollo del ponte sul Terche, intervento del sindaco di Mel Stefano Cesa;https://www.bellunopress.it/2012/11/14/crollo-del-ponte-sul-terche-intervento-del-sindaco-di-mel-stefano-cesa/;2012-11-14;2026-05-20;IT;Follow-up local news coverage documenting institutional response and consequences of the bridge collapse event.
SRC0395;B12.11.03;News;Il Post;Il ponte crollato a Grosseto;https://www.ilpost.it/2012/11/13/ponte-grosseto/;2012-11-13;2026-05-20;IT;National news coverage documenting bridge collapse during the November 2012 flood event in central Italy.
SRC0396;B12.11.03;News;Rai TG3;Crollo del ponte durante il maltempo;https://www.rai.it/dl/tg3/articoli/ContentItem-9776546a-13a0-49aa-b11a-87f32a91e388.html;2012-11-13;2026-05-20;IT;National television news coverage documenting hydraulic collapse conditions and flood impacts associated with the event.
SRC0397;B12.11.03;Scientific;Journal Paper;Analisi tecnico-giuridica del crollo del ponte durante gli eventi alluvionali del 2012;https://olympus.uniurb.it/index.php?option=com_content&view=article&id=34591&catid=17&Itemid=138;2024-01-01;2026-05-20;IT;Technical and legal analysis related to infrastructure failure mechanisms and responsibilities associated with the 2012 flood-induced bridge collapse event.
SRC0398;B12.11.04;News;intoscana;Il ponte delle Nove Luci verso la ricostruzione: 1,3 milioni dalla Regione Toscana;https://www.intoscana.it/it/il-ponte-delle-nove-luci-verso-la-ricostruzione-13-milioni-dalla-regione-toscana/;2020-10-07;2026-05-20;IT;Regional news article documenting reconstruction planning for the Ponte delle Nove Luci destroyed during the 2012 flood event affecting the Orcia river basin.
SRC0399;B12.11.04;News;Radio Siena TV;Ponte sull’Orcia crollato nel 2012, Franceschelli presenta un emendamento alla legge di bilancio;https://www.radiosienatv.it/ponte-sullorcia-crollato-nel-2012-franceschelli-presenta-un-emendamento-alla-legge-di-bilancio/;2018-12-14;2026-05-20;IT;Local news coverage documenting long-term reconstruction issues and institutional actions related to the bridge collapse over the Orcia river.
SRC0400;B11.01.01;Official/Technical;Provincia di Ancona;Crollo del ponte sul fiume Cesano, sopralluogo della presidente;https://www.provincia.ancona.it/Crollo-del-ponte-sul-fiume-Cesano-sopralluogo-della-presidente;2017-02-06;2026-05-20;IT;Official institutional communication regarding inspections and reconstruction planning for the bridge collapsed over the Cesano river near Corinaldo.
SRC0401;B11.01.01;News;Corriere Adriatico;Corinaldo, ponte sul Cesano: Zenobi e Principi chiedono interventi urgenti;https://www.corriereadriatico.it/ancona/corinaldo_zenobi_principi_cesano_ponte-2567731.html;2017-02-06;2026-05-20;IT;Regional news coverage discussing the long-term consequences and reconstruction needs related to the collapsed bridge over the Cesano river.
SRC0402;B11.03.01;News;Il Resto;Il ponte di Calciano: un problema non risolto;http://www.giuseppebalena.it/index.php/articoli-cartacei/il-resto/92-articoli-de-il-resto/316-il-ponte-di-calciano-un-problema-non-risolto-n-73-07-05-2011;2011-05-07;2026-05-20;IT;Local article discussing the collapse and long-term structural and infrastructural consequences affecting the Basentana corridor near Calciano.
SRC0403;B11.03.01;News;La Gazzetta del Mezzogiorno;Basentana, demolito il pilone ferito;https://www.lagazzettadelmezzogiorno.it/news/basilicata/263517/basentana-demolito-il-pilone-ferito.html;2011-04-07;2026-05-20;IT;Regional news coverage documenting demolition and emergency intervention works following severe structural damage to the bridge infrastructure over the Basento river.
SRC0404;B11.03.02;News;Il Centro;Ecco il ponte crollato da più di 2 anni;https://www.ilcentro.it/teramo/ecco-il-ponte-crollato-da-pi%C3%B9-di-2-anni-1.1181096;2013-07-25;2026-05-20;IT;Local news article documenting the long-term interruption and reconstruction issues associated with a bridge collapse in the Teramo province following the 2011 flood events.
SRC0405;B11.03.03;News;Il Centro;Ecco il ponte crollato da più di 2 anni;https://www.ilcentro.it/teramo/ecco-il-ponte-crollato-da-pi%C3%B9-di-2-anni-1.1181096;2013-07-25;2026-05-20;IT;Local news article documenting the long-term interruption and reconstruction issues associated with a bridge collapse in the Teramo province following the 2011 flood events.
SRC0406;B11.03.04;News;Cronache Maceratesi;Cede un pilone del ponte tra Corridonia e Colbuccaro;https://www.cronachemaceratesi.it/2011/03/02/cede-un-pilone-del-ponte-tra-corridonia-e-colbuccaro/58063/;2011-03-02;2026-05-20;IT;Local news report documenting failure of one of the bridge piers between Corridonia and Colbuccaro following severe hydraulic conditions affecting the Fiastra river corridor.
SRC0407;B11.03.04;News;Corriere Adriatico;Infrastrutture, 2 milioni di euro per il ponte di Colbuccaro;https://www.corriereadriatico.it/macerata/infrastutture_2_milioni_euro_ponte_colbuccaro-232434.html;2014-07-30;2026-05-20;IT;Regional news coverage documenting reconstruction funding and long-term infrastructural consequences following the bridge collapse event.
SRC0408;B11.05.01;News;La7;Ferrovia spezzata: pendolari da 6 anni senza treno;https://www.la7.it/tagada/video/ferrovia-spezzata-pendolari-da-6-anni-senza-treno-12-12-2017-229542;2017-12-12;2026-05-20;IT;Television report documenting long-term interruption of the Caltagirone-Gela railway line following collapse and structural failure of the bridge infrastructure.
SRC0409;B11.05.01;Official/Technical;Ministero dell'Interno;Demolizione totale del ponte ferroviario Caltagirone-Gela in provincia di Catania;https://www.interno.gov.it/it/notizie/demolizione-totale-ponte-ferroviario-caltagirone-gela-provincia-catania;2021-03-18;2026-05-20;IT;Official communication documenting demolition works and safety interventions associated with the collapsed railway bridge infrastructure.
SRC0410;B11.10.01;News;Wikipedia;Alluvione dello Spezzino e della Lunigiana del 25 ottobre 2011;https://it.wikipedia.org/wiki/Alluvione_dello_Spezzino_e_della_Lunigiana_del_25_ottobre_2011#:~:text=In%20dieci%20giorni%20sono%20franati,%2C%20Corniglia%2C%20Monterosso%20e%20Vernazza.;2011-10-25;2026-05-20;IT;General overview of the catastrophic Liguria–Lunigiana flood event documenting widespread hydraulic destruction, bridge collapses, landslides, and infrastructure failures across Tuscany and Liguria.
SRC0411;B11.10.01;News;Il Tirreno;Crollato il ponte della Colombiera;https://www.iltirreno.it/massa/cronaca/2011/10/27/news/crollato-il-ponte-della-colombiera-1.2765995;2011-10-27;2026-05-20;IT;Local news report documenting collapse of the Colombiera bridge in the Aulla/Lunigiana area during the October 2011 flood disaster.
SRC0412;B11.10.02;News;Wikipedia;Alluvione dello Spezzino e della Lunigiana del 25 ottobre 2011;https://it.wikipedia.org/wiki/Alluvione_dello_Spezzino_e_della_Lunigiana_del_25_ottobre_2011#:~:text=In%20dieci%20giorni%20sono%20franati,%2C%20Corniglia%2C%20Monterosso%20e%20Vernazza.;2011-10-25;2026-05-20;IT;General overview of the catastrophic Liguria–Lunigiana flood event documenting widespread hydraulic destruction, bridge collapses, landslides, and infrastructure failures across Tuscany and Liguria.
SRC0413;B11.10.02;Official/Technical;Regione Toscana;Alluvione Lunigiana, via al bando per la ricostruzione del ponte di Stadano;https://www.toscana-notizie.it/-/alluvione-lunigiana-via-al-bando-per-la-ricostruzione-del-ponte-di-stadano;2015-06-29;2026-05-20;IT;Official regional communication documenting reconstruction procedures for the Stadano bridge destroyed during the 2011 Lunigiana flood disaster.
SRC0414;B11.10.02;News;Il Tirreno;Ponte di Stadano, crollo annunciato;https://www.iltirreno.it/massa/cronaca/2011/11/05/news/ponte-di-stadano-crollo-annunciato-1.2782390;2011-11-05;2026-05-20;IT;Local news report discussing pre-existing structural criticalities and collapse of the Stadano bridge during the October 2011 flood event.
SRC0415;B11.10.03;News;Wikipedia;Alluvione dello Spezzino e della Lunigiana del 25 ottobre 2011;https://it.wikipedia.org/wiki/Alluvione_dello_Spezzino_e_della_Lunigiana_del_25_ottobre_2011#:~:text=In%20dieci%20giorni%20sono%20franati,%2C%20Corniglia%2C%20Monterosso%20e%20Vernazza.;2011-10-25;2026-05-20;IT;General overview of the catastrophic Liguria–Lunigiana flood event documenting widespread hydraulic destruction, bridge collapses, landslides, and infrastructure failures across Tuscany and Liguria.
SRC0416;B11.10.03;News;Il Post;La situazione in Liguria e Toscana;https://www.ilpost.it/2011/10/28/la-situazione-in-liguria-e-toscana/;2011-10-28;2026-05-20;IT;National overview of the October 2011 Liguria–Tuscany flood disaster documenting widespread hydraulic damage, landslides, bridge collapses, and infrastructure failures across Lunigiana and eastern Liguria.
SRC0417;B11.10.04;News;Wikipedia;Alluvione dello Spezzino e della Lunigiana del 25 ottobre 2011;https://it.wikipedia.org/wiki/Alluvione_dello_Spezzino_e_della_Lunigiana_del_25_ottobre_2011#:~:text=In%20dieci%20giorni%20sono%20franati,%2C%20Corniglia%2C%20Monterosso%20e%20Vernazza.;2011-10-25;2026-05-20;IT;General overview of the catastrophic Liguria–Lunigiana flood event documenting widespread hydraulic destruction, bridge collapses, landslides, and infrastructure failures across Tuscany and Liguria.
SRC0418;B11.10.04;News;Il Post;La situazione in Liguria e Toscana;https://www.ilpost.it/2011/10/28/la-situazione-in-liguria-e-toscana/;2011-10-28;2026-05-20;IT;National overview of the October 2011 Liguria–Tuscany flood disaster documenting widespread hydraulic damage, landslides, bridge collapses, and infrastructure failures across Lunigiana and eastern Liguria.
SRC0419;B11.10.05;News;Wikipedia;Alluvione dello Spezzino e della Lunigiana del 25 ottobre 2011;https://it.wikipedia.org/wiki/Alluvione_dello_Spezzino_e_della_Lunigiana_del_25_ottobre_2011#:~:text=In%20dieci%20giorni%20sono%20franati,%2C%20Corniglia%2C%20Monterosso%20e%20Vernazza.;2011-10-25;2026-05-20;IT;General overview of the catastrophic Liguria–Lunigiana flood event documenting widespread hydraulic destruction, bridge collapses, landslides, and infrastructure failures across Tuscany and Liguria.
SRC0420;B11.10.05;News;Il Post;La situazione in Liguria e Toscana;https://www.ilpost.it/2011/10/28/la-situazione-in-liguria-e-toscana/;2011-10-28;2026-05-20;IT;National overview of the October 2011 Liguria–Tuscany flood disaster documenting widespread hydraulic damage, landslides, bridge collapses, and infrastructure failures across Lunigiana and eastern Liguria.
SRC0421;B11.10.06;News;Wikipedia;Alluvione dello Spezzino e della Lunigiana del 25 ottobre 2011;https://it.wikipedia.org/wiki/Alluvione_dello_Spezzino_e_della_Lunigiana_del_25_ottobre_2011#:~:text=In%20dieci%20giorni%20sono%20franati,%2C%20Corniglia%2C%20Monterosso%20e%20Vernazza.;2011-10-25;2026-05-20;IT;General overview of the catastrophic Liguria–Lunigiana flood event documenting widespread hydraulic destruction, bridge collapses, landslides, and infrastructure failures across Tuscany and Liguria.
SRC0422;B11.10.06;News;Il Post;La situazione in Liguria e Toscana;https://www.ilpost.it/2011/10/28/la-situazione-in-liguria-e-toscana/;2011-10-28;2026-05-20;IT;National overview of the October 2011 Liguria–Tuscany flood disaster documenting widespread hydraulic damage, landslides, bridge collapses, and infrastructure failures across Lunigiana and eastern Liguria.
SRC0423;B11.10.07;News;Wikipedia;Alluvione dello Spezzino e della Lunigiana del 25 ottobre 2011;https://it.wikipedia.org/wiki/Alluvione_dello_Spezzino_e_della_Lunigiana_del_25_ottobre_2011#:~:text=In%20dieci%20giorni%20sono%20franati,%2C%20Corniglia%2C%20Monterosso%20e%20Vernazza.;2011-10-25;2026-05-20;IT;General overview of the catastrophic Liguria–Lunigiana flood event documenting widespread hydraulic destruction, bridge collapses, landslides, and infrastructure failures across Tuscany and Liguria.
SRC0424;B11.10.07;News;Il Post;La situazione in Liguria e Toscana;https://www.ilpost.it/2011/10/28/la-situazione-in-liguria-e-toscana/;2011-10-28;2026-05-20;IT;National overview of the October 2011 Liguria–Tuscany flood disaster documenting widespread hydraulic damage, landslides, bridge collapses, and infrastructure failures across Lunigiana and eastern Liguria.
SRC0425;B11.10.08;News;Wikipedia;Alluvione dello Spezzino e della Lunigiana del 25 ottobre 2011;https://it.wikipedia.org/wiki/Alluvione_dello_Spezzino_e_della_Lunigiana_del_25_ottobre_2011#:~:text=In%20dieci%20giorni%20sono%20franati,%2C%20Corniglia%2C%20Monterosso%20e%20Vernazza.;2011-10-25;2026-05-20;IT;General overview of the catastrophic Liguria–Lunigiana flood event documenting widespread hydraulic destruction, bridge collapses, landslides, and infrastructure failures across Tuscany and Liguria.
SRC0426;B11.10.08;News;Il Post;La situazione in Liguria e Toscana;https://www.ilpost.it/2011/10/28/la-situazione-in-liguria-e-toscana/;2011-10-28;2026-05-20;IT;National overview of the October 2011 Liguria–Tuscany flood disaster documenting widespread hydraulic damage, landslides, bridge collapses, and infrastructure failures across Lunigiana and eastern Liguria.
SRC0427;B11.11.01;News;TorinoToday;Crollo del ponte Bertenga a Torre Pellice;https://www.torinotoday.it/cronaca/crollo-ponte-bertenga-torre-pellice.html;2011-11-07;2026-05-20;IT;Local news report documenting collapse of Ponte Bertenga over the Pellice river following severe flooding conditions in the Turin province area.
SRC0428;B11.11.01;News;La Stampa;Crolla ponte sul Pellice: ore d’ansia a Moncalieri;https://www.lastampa.it/torino/2011/11/07/news/crolla-ponte-sul-pellice-br-ore-d-ansia-a-moncalieri-1.36918170;2011-11-07;2026-05-20;IT;Regional news coverage documenting hydraulic emergency conditions and collapse of the bridge infrastructure over the Pellice river.
SRC0429;B11.11.02;News;Lamezia in strada;Calabria, Provincia avvia lavori vicino al ponte crollato a Marcellinara;https://www.lametino.it/ultimora/calabria-provincia-avvia-lavori-vicino-ponte-crollato-a-marcellinara.html;2012-02-06;2026-05-20;IT;Regional news report documenting emergency stabilization and reconstruction works following collapse of the bridge infrastructure near Marcellinara after the November 2011 flood event.
SRC0430;B11.11.03;News;Quotidiano di Sicilia;Barcellona Pozzo di Gotto, ponte Caldera dopo dieci lunghi anni;https://qds.it/barcellonapdg-ponte-caldera-dopo-dieci-lunghi-anni/;2021-11-25;2026-05-20;IT;Regional news article documenting the long-term consequences and delayed reconstruction of Ponte Caldera following the 2011 flood collapse event.
SRC0431;B11.11.03;News;Il Diario Metropolitano;Barcellona Pozzo di Gotto, ricostruzione del ponte di Caldera: proposta di aggiudicazione alla Ricciardello;https://ildiariometropolitano.it/notizie/notizie/cronaca/19262-barcellona-pozzo-di-gotto-ricostruzione-del-ponte-di-caldera-proposta-di-aggiudicazione-alla-ricciardello.html;2020-12-03;2026-05-20;IT;Local news coverage documenting reconstruction procurement activities for the Caldera bridge destroyed during the November 2011 flood event.
SRC0432;B10.01.01;News;Il Reventino;Ferrovia Cosenza-Catanzaro: il crollo del ponte sul Corace nel 2010 e la chiusura 18 mesi;https://www.ilreventino.it/ferrovia-cosenza-catanzaro-una-sintesi-di-questi-ultimi-10-anni-tra-passato-e-futuro/;2015-03-06;2026-05-20;IT;Regional history article explicitly confirming the 28 January 2010 collapse of the railway bridge over the Corace between Cicala and San Pietro Apostolo, the death of a maintenance worker, the near-miss with a train, and the 18-month line closure until 4 August 2011.
SRC0433;B10.01.01;News;Wikipedia IT;Ferrovia Cosenza-Catanzaro Lido: crollo ponte Corace 2010;https://it.wikipedia.org/wiki/Ferrovia_Cosenza-Catanzaro_Lido;2025-12-09;2026-05-20;IT;Wikipedia article on the FCL railway line confirming the January 2010 collapse of the Corace bridge between Cicala and San Pietro Apostolo, the death of a maintenance worker swept away by the flood, and the line reopening on 4 August 2011.
SRC0434;B10.01.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this hydraulic railway bridge collapse in its systematic survey of Italian bridge failures in the 21st century.
SRC0435;B10.03.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this hydraulic collapse in its systematic survey of Italian bridge failures.
SRC0436;B10.03.01;News;CN24TV;Inaugurato il ponte sul fiume Simeri, danneggiato da alluvioni nel 2010;https://cn24tv.it/news/inaugurato-il-ponte-sul-fiume-simeri-danneggiato-da-alluvioni-nel-2010/;2012-05-08;2026-05-20;IT;Local paper
SRC0437;B10.06.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this hydraulic collapse in its systematic survey of Italian bridge failures.
SRC0438;B10.06.01;News;Cuneocronaca.it;Alluvione Cuneo giugno 2010: Tanaro in piena, danni province e ponti;https://www.cuneocronaca.it/cuneo-sabato-in-provincia-si-valutano-i-danni-dell-alluvione;2010-05-23;2026-05-20;IT;Local Cuneo news confirming the June 2010 Tanaro flood event causing bridge and road damage across the Cuneo province including at Monchiero.
SRC0439;B10.10.01;News;Gazzetta di Modena;Aperto il nuovo ponte sul torrente Dolo a Frassinoro, sostituisce quello crollato nel 2010;https://www.gazzettadimodena.it/modena/cronaca/2011/11/20/news/aperto-il-nuovo-ponte-sul-torrente-dolo-1.1684398;2010-11-20;2026-05-20;IT;Direct news report confirming the October 2010 collapse of the municipal bridge over the Dolo stream at Frassinoro and documenting the record 4-month reconstruction (1 month design + 3 months construction) inaugurated on 20 November 2011.
SRC0440;B10.10.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this hydraulic collapse in its systematic survey of Italian bridge failures.
SRC0441;B09.05.01;News;TGCom24;Cede giunto viadotto,rischio crollo;https://www.tgcom24.mediaset.it/cronaca/articoli/450270/cede-giunto-viadotto-rischio-crollo.shtml;2009-05-21;2026-05-20;IT;TGCOM
SRC0442;B09.05.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this design and construction defect collapse in its systematic survey, confirming triggered=FALSE and 3 injuries.
SRC0443;B09.05.01;News;Il Fatto Quotidiano;I ponti italiani che crollano: SS626 in Sicilia, 2009 tra i casi documentati;https://www.ilfattoquotidiano.it/2018/08/20/crollo-ponte-morandi-a-genova-la-lista-dei-viadotti-crollati-in-italia-negli-ultimi-anni/4572813/;2018-08-20;2026-05-20;IT;Il Fatto Quotidiano article documenting bridge collapses in Italy including the 2009 SS626 Gela viaduct collapse among a series of design-and-construction failures on Sicilian national roads.
SRC0444;B09.12.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this hydraulic collapse in its systematic survey.
