event_id;event_slug;date;municipality;province;region;latitude;longitude;bridge_crossing_type;bridge_crossing_name;destination_use;collapse_severity;victims;injuries;triggered;cause_category;specific_cause;source_confidence;exact_location;bridge_name;structural_type;material_type;construction_year;curation_level;description
B08.11.01;orosei-2008;2008-11-30;Orosei;Nuoro;Sardegna;40.4213;9.7496;waterway;Rio sa Minda;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Rio sa Minda near Orosei (Nuoro, Sardinia) on 30 November 2008, triggered by severe autumn rainfall. Orosei is a coastal municipality in the Nuoro province facing the Gulf of Orosei. No fatalities or injuries were reported.
B08.12.01;nocera-terinese-2008;2008-12-12;Nocera Terinese;Catanzaro;Calabria;39.0415;16.1242;waterway;Savuto river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Savuto river near Nocera Terinese (Catanzaro, Calabria) on 12 December 2008, triggered by intense winter rainfall causing the Savuto to flood. The Savuto valley in the Catanzaro-Cosenza border area is prone to hydraulic damage during winter storms. No fatalities or injuries were reported.
B09.01.01;taurianova-2009;2009-01-13;Taurianova;Reggio Calabria;Calabria;38.3593;15.9514;waterway;Marro stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Marro stream near Taurianova (Reggio Calabria, Calabria) on 13 January 2009, triggered by intense winter rainfall causing the stream to overflow. The Marro valley is chronically flood-prone. No fatalities or injuries were reported.
B09.02.01;enna-2009;2009-02-01;Enna;Enna;Sicilia;37.569478;14.286408;valley;Enna's panoramic road;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Viaduct;Reinforced concrete;;Standard;Total collapse of a viaduct on the panoramic provincial road of Enna (Sicily) on 1 February 2009, triggered by hydraulic phenomena during intense winter rainfall. This is a distinct event from a similar collapse on the same road in March 2015. No fatalities or injuries were reported.
B09.04.01;fossa-2009;2009-04-06;Fossa;L'Aquila;Abruzzo;42.304022;13.503194;waterway;Aterno river;Provincial/Regional;TC;0;0;TRUE;Natural;Earthquake;High;TRUE;Ponte di Fossa;Beam bridge;Reinforced concrete;;Standard;Total collapse of the Ponte di Fossa, a 35-metre three-span continuous reinforced concrete bridge on the SR261 over the Aterno river providing access to the village of Fossa (L'Aquila, Abruzzo) during the M6.3 earthquake of 6 April 2009 at 03:32. Post-earthquake structural surveys revealed the bridge columns had been severely weakened by prior corrosion: steel bars were extensively exposed through thin covering concrete well before the earthquake. The seismic shaking caused failure of the already compromised columns. Fossa itself was among the most severely damaged municipalities, with most residential buildings destroyed. No fatalities directly attributed to this specific collapse (the broader earthquake caused 309 deaths).
B09.04.02;l-aquila-2009;2009-04-06;L'Aquila;L'Aquila;Abruzzo;42.324169;13.478028;waterway;Aterno river;Municipal;PC;0;0;TRUE;Natural;Earthquake;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Aterno river in L'Aquila (Abruzzo) on 6 April 2009 during the M6.3 earthquake. Infrastructure damage to bridges and roads across the L'Aquila valley was a significant element of the overall disaster, which caused 309 deaths. No fatalities directly attributed to this specific collapse.
B09.04.03;scoppito-2009;2009-04-06;Scoppito;L'Aquila;Abruzzo;42.351958;13.281139;waterway;Raio river;Provincial/Regional;PC;0;0;TRUE;Natural;Earthquake;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a provincial/regional bridge over the Raio river near Scoppito (L'Aquila, Abruzzo) on 6 April 2009 during the M6.3 earthquake. Scoppito, located northwest of L'Aquila near the epicentral zone, suffered significant structural damage to buildings and infrastructure. No fatalities directly attributed to this specific collapse.
B09.04.04;piacenza-2009;2009-04-30;Piacenza;Piacenza;Emilia-Romagna;45.0625;9.7045;waterway;Po river;National;TC;0;3;TRUE;Natural;Hydraulic;High;TRUE;Ponte sul Po SS9 Piacenza;Beam bridge;Reinforced concrete;1949;Standard;"Total collapse of a northern span of the Ponte della Via Emilia (SS9) over the Po river between San Rocco al Porto (Lodi) and Piacenza on 30 April 2009, triggered by the exceptional flooding of the Po during a major rainfall event that raised river levels by over 6 metres. A bridge pillar failed, causing the northern carriageway deck — carrying four vehicles at the moment of collapse — to sink into the river. By a miracle no one was killed; three automobilists were injured. The 1949 reinforced concrete bridge, approximately 1 kilometre long, had been carrying Via Emilia traffic for 60 years and was a key link between Emilia-Romagna and Lombardy. A judicial investigation into culpable collapse charged five ANAS directors; all were acquitted in January 2015 for insufficient evidence."
B09.05.01;gela-2009;2009-05-21;Gela;Caltanisetta;Sicilia;37.1856;14.1474;valley;SS626;National;TC;0;3;FALSE;Human-induced;Design and Construction;High;TRUE;;Viaduct;Reinforced concrete;;Standard;Total collapse of a viaduct span on the SS626 national road near Gela (Caltanissetta, Sicily) on 21 May 2009. With collapse=TC and triggered=FALSE, the failure was spontaneous, attributed to design and construction defects rather than an external trigger. Three people sustained injuries in the incident. The SS626 corridor in Sicily has been repeatedly affected by viaduct failures (cf. Viadotto Verdura 2013, Viadotto Petrulla 2014) attributable to the poor quality of 1970s–80s construction on geologically unstable terrain.
B09.12.01;palagano-2009;2009-12-31;Palagano;Modena;Emilia-Romagna;44.381;10.6223;waterway;Dragone stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Dragone stream near Palagano (Modena, Emilia-Romagna) on 31 December 2009, triggered by hydraulic forces during intense end-of-year rainfall. Palagano is a mountain municipality in the northern Apennines where the Dragone stream flows. No fatalities or injuries were reported.
B10.01.01;cicala-2010;2010-01-28;Cicala;Catanzaro;Calabria;39.0098;16.4812;waterway;Corace river;Railway;TC;1;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte ferroviario sul Corace (FCL);Beam bridge;Masonry;;Standard;Total collapse of the railway bridge over the Corace river on the Ferrovia Cosenza-Catanzaro Lido (FCL, ex Calabro-Lucane) between the stations of Cicala and San Pietro Apostolo (Catanzaro, Calabria) on 28 January 2010, triggered by the flooding of the Corace during exceptional winter rainfall. One fatality was recorded: a maintenance worker of the Ventura company was swept away by the floodwaters at the bridge site. Only the prompt intervention of the train driver, who braked before reaching the collapsed section, prevented a catastrophic rail accident. The FCL line was suspended and remained closed until 4 August 2011 — a closure of 18 months. The structure replaced a previous masonry bridge that had already collapsed in the 1970s and was known to be vulnerable to the notoriously powerful flash floods of the Corace.
B10.03.01;simeri-crichi-2010;2010-03-10;Simeri Crichi;Catanzaro;Calabria;38.9198;16.6731;waterway;Simeri river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Simeri river near Simeri Crichi (Catanzaro, Calabria) on 10 March 2010, triggered by hydraulic forces during the intense winter rainfall that caused widespread flooding across the Catanzaro province. The Simeri river, flowing through the Catanzaro hinterland towards the Ionian coast, frequently floods during intense rainfall events. No fatalities or injuries were reported.
B10.06.01;monchiero-2010;2010-06-27;Monchiero;Cuneo;Piemonte;44.5658;7.9024;waterway;Tanaro river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Tanaro river near Monchiero (Cuneo, Piemonte) on 27 June 2010, triggered by the flooding of the Tanaro during intense summer rainfall. The Tanaro, flowing through the Langhe wine region, is prone to sudden summer floods. No fatalities or injuries were reported.
B10.10.01;frassinoro-2010;2010-10-31;Frassinoro;Modena;Emilia-Romagna;44.2975;10.5109;waterway;Dolo stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of the municipal bridge over the Dolo stream near Frassinoro (Modena, Emilia-Romagna) on 31 October 2010, triggered by the flooding of the Dolo during intense autumn rainfall. The collapse cut the road link between Frassinoro and the neighbouring commune of Villa Minozzo (Reggio Emilia), isolating communities on both banks. Local authorities demonstrated exceptional efficiency: the replacement bridge was designed and built in just four months, with one month for design and three for construction, and was inaugurated on 20 November 2011. No fatalities or injuries were reported.
B11.01.01;corinaldo-2011;2011-01-31;Corinaldo;Ancona;Marche;43.6649;13.0145;waterway;Cesano river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial bridge near Corinaldo (Marche) on 31 January 2011 following severe hydraulic phenomena associated with flooding of the Cesano river. No fatalities or injuries were reported.
B11.03.01;calciano-2011;2011-03-01;Calciano;Matera;Basilicata;40.5977;16.1845;waterway;Basento river;National;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;Ponte di Calciano;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a national bridge near Calciano (Matera) on 1st March 2011 triggered by hydraulic phenomena. No fatalities or injuries were reported
B11.03.02;corropoli-2011;2011-03-01;Corropoli;Teramo;Abruzzo;42.8057;13.8402;waterway;Vibrata stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge near Corropoli (Abruzzo) on 1 March 2011 following severe hydraulic phenomena associated with flooding of the Vibrata river. No fatalities or injuries were reported.
B11.03.03;campli-2011;2011-03-01;Campli;Teramo;Abruzzo;42.7795;13.7693;waterway;Salinello river;Provincial/Regional;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial bridge near Campli (Abruzzo) on 1 March 2011 following severe hydraulic phenomena associated with flooding of the Salinello river. No fatalities or injuries were reported.
B11.03.04;colbuccaro-2011;2011-03-03;Colbuccaro;Macerata;Marche;43.2564;13.4809;waterway;Fiastra river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial bridge near Colbuccaro (Marche) on 3 March 2011 following severe hydraulic phenomena associated with flooding of the Fiastra river. No fatalities or injuries were reported.
B11.05.01;caltagirone-2011;2011-05-08;Caltagirone;Catania;Sicilia;37.1732;14.4712;valley;Piano Carbone;Railway;TC;0;0;FALSE;Human-induced;Material;Medium;TRUE;;Viaduct;Reinforced concrete;;Standard;Total collapse of a national road bridge near Caltagirone (Sicily) on 5 September 2011 associated with severe structural deficiencies and instability phenomena affecting the structure over the Margi stream. No fatalities or injuries were reported.
B11.10.01;ameglia-2011;2011-10-25;Ameglia;La Spezia;Liguria;44.0635;9.973;waterway;Magra river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte della Colombiera;Beam bridge;Reinforced concrete;;Standard;Total collapse of the Ponte della Colombiera, a provincial reinforced concrete bridge over the Magra river near the river mouth at Ameglia (La Spezia, Liguria) at 22:05 on 25 October 2011, during the catastrophic alluvione dello Spezzino e della Lunigiana. The collapse occurred when a yacht and a river barge, dismoored by the surging Magra flood, were swept by the current against the bridge piers, destroying the central span under their combined weight. The event was the fourth flood to hit Ameglia in three years. The broader alluvione, caused by 542mm of rain
B11.10.02;aulla-2011-1;2011-10-25;Aulla;Massa-Carrara;Toscana;44.187;9.9244;waterway;Magra river;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte di Stradano;Beam bridge;Reinforced concrete;;Standard;Total collapse of the Ponte di Stradano, a municipal reinforced concrete bridge with piers in the river bed over the Magra river at Aulla (Massa-Carrara, Tuscany) on 25 October 2011, caused by the catastrophic Magra flood during the alluvione dello Spezzino e della Lunigiana. Aulla was the most severely damaged municipality: the Magra broke its banks, inundating the city centre to a depth of four metres. The collapse was subsequently described as 'annunciato' (foreseeable) given the piers' exposure in the river bed. The Regione Toscana approved a €9.75 million project to replace it with a 195-metre cable-stayed bridge (campata centrale 139m) — the first of the three bridges destroyed that day for which reconstruction tender proceedings were launched (July 2014). The broader event caused 13 deaths and €1.5 billion damage. No fatalities directly attributed to this specific collapse.
B11.10.03;aulla-2011-2;2011-10-25;Aulla;Massa-Carrara;Toscana;44.3189;9.8942;waterway;Mangiola stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial reinforced concrete bridge over the Mangiola stream near Aulla (Massa-Carrara, Tuscany) on 25 October 2011, caused by the catastrophic flooding of the Mangiola — a minor left-bank tributary of the Magra — during the alluvione dello Spezzino e della Lunigiana. The Mangiola, which flows from the Apennine hills north of Aulla, overflowed violently during the 542mm/6h rainfall event. The broader event caused 13 deaths and €1.5 billion of damage across the Spezzino and Lunigiana. The Regione Toscana reconstruction programme included this bridge alongside the Ponte di Stradano and the Castagnetoli bridge. No fatalities directly attributed to this specific collapse.
B11.10.04;castagnetoli-2011;2011-10-25;Castagnetoli;Massa-Carrara;Toscana;44.3388;9.8809;waterway;Teglia river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Arch bridge;Masonry;;Standard;Total collapse of a municipal bridge near Castagnetoli (Tuscany) on 25 October 2011 during the Liguria-Tuscany flood event. No fatalities or injuries were reported.
B11.10.05;pignone-2011;2011-10-25;Pignone;La Spezia;Liguria;44.1777;9.7233;waterway;Pignone stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge near Pignone (Liguria) on 25 October 2011 following severe hydraulic phenomena associated with extreme flooding during the Liguria-Tuscany storm event. No fatalities or injuries were reported.
B11.10.06;rocchetta-di-vara-2011;2011-10-25;Rocchetta di Vara;La Spezia;Liguria;44.2479;9.7547;waterway;Gravegnola stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial bridge near Rocchetta di Vara (Liguria) on 25 October 2011 following severe hydraulic phenomena associated with extreme flooding during the Liguria-Tuscany flood disaster. No fatalities or injuries were reported.
B11.10.07;brugnato-2011;2011-10-25;Brugnato;La Spezia;Liguria;44.2296;9.7311;waterway;Gravegnola stream;Municipal;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge near Brugnato (Liguria) on 25 October 2011 following severe hydraulic phenomena associated with extreme flooding during the Liguria-Tuscany storm event. No fatalities or injuries were reported.
B11.10.08;pontremoli-2011;2011-10-25;Pontremoli;Massa-Carrara;Toscana;44.3581;9.8972;waterway;Magra river;Municipal;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Arch bridge;Masonry;;Standard;Partial collapse and severe hydraulic damage of a municipal bridge near Pontremoli (Tuscany) on 25 October 2011 during the Liguria-Tuscany flood event. No fatalities or injuries were reported.
B11.11.01;torre-pellice-2011;2011-11-06;Torre Pellice;Torino;Piemonte;44.817;7.2062;waterway;Pellice river;National;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte Bertenga;Beam bridge;Reinforced concrete;;Standard;Total collapse of a national bridge near Torre Pellice (Piemonte) on 6 November 2011 following severe hydraulic phenomena associated with flooding of the Pellice river. No fatalities or injuries were reported.
B11.11.02;amato-2011;2011-11-22;Amato;Catanzaro;Calabria;38.9147;16.4154;waterway;Cancello stream;Railway;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Truss;Steel;;Standard;Total collapse of a provincial bridge near Amato (Calabria) on 22 November 2011 following severe hydraulic phenomena associated with flooding of the Cancello stream. No fatalities or injuries were reported.
B11.11.03;barcellona-pozzo-di-gotto-2011;2011-11-22;Barcellona Pozzo di Gotto;Messina;Sicilia;38.1691;15.1949;waterway;Longano stream;Provincial/Regional;TC;3;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte di Calderà;Beam bridge;Reinforced concrete;;Flagship;Total collapse of a provincial bridge near Barcellona Pozzo di Gotto (Sicily) on 22 November 2011 following severe hydraulic phenomena associated with flooding of the Longano stream during an extreme rainfall event. The event caused three fatalities.
B12.11.01;sericciolo-2012;2012-11-11;Aulla;Massa-Carrara;Toscana;44.2024;10.0286;waterway;Aulella stream;National;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Flagship;Total collapse of a national road bridge near Sericciolo (Tuscany) on 11 November 2012 following severe hydraulic phenomena associated with extreme flooding and scour processes affecting the Aulella stream during an intense rainfall event. No fatalities or injuries were reported.
B12.11.02;mel-2012;2012-11-11;Mel;Belluno;Veneto;46.0645;12.0967;waterway;Terche stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Arch bridge;Masonry;;Standard;Total collapse of a municipal bridge near Mel (Veneto) on 11 November 2012 following severe hydraulic phenomena associated with flooding of the Terche stream during an extreme rainfall event. No fatalities or injuries were reported.
B12.11.03;marsiliana-2012;2012-11-12;Manciano;Grosseto;Toscana;42.5441;11.3363;waterway;Albegna river;Provincial/Regional;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge near Marsciano (Umbria) on 12 November 2012 following severe hydraulic phenomena associated with extreme flooding of the Alliana river. The event caused three fatalities after vehicles were swept away during the collapse.
B12.11.04;gallina-2012;2012-11-28;Gallina;Siena;Toscana;43.0207;11.6898;waterway;Orcia river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;Ponte delle Nove Luci;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial bridge near Gallina (Tuscany) on 12 November 2012 following severe hydraulic phenomena associated with flooding of the Orcia river during an extreme rainfall event. No fatalities or injuries were reported.
B13.02.01;ribera-2013;2013-02-02;Ribera;Agrigento;Sicilia;37.4892;13.2275;waterway;Verdura river;National;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Viadotto Verdura;Viaduct;Reinforced concrete;;Standard;Total collapse of a portion of the Viadotto Verdura on the SS115 Sud Occidentale Sicula national road near Ribera (Agrigento, Sicily) on 2 February 2013, triggered by a landslide caused by exceptional rainfall that had saturated the slope adjacent to a bridge pillar. The structure, built in the 1960s and found to be compliant with regulations of the time, had no prior recorded structural deficiencies. The expert investigation concluded in 2020 that the collapse was solely attributable to the extraordinary meteorological event and that no human error or maintenance deficiency was responsible. A new viaduct was built and inaugurated in 2020. No fatalities or injuries were reported.
B13.03.01;zocca-2013;2013-03-23;Zocca;Modena;Emilia-Romagna;44.3222;10.9746;waterway;Rosola stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Rosola stream near Zocca (Modena, Emilia-Romagna) on 23 March 2013, triggered by hydraulic forces during spring rainfall. Zocca is a mountain municipality in the northern Apennines where streams flood rapidly during rainfall events. No fatalities or injuries were reported.
B13.09.01;roma-2013;2013-09-26;Roma;Roma;Lazio;41.933981;12.605197;road;SS5;Cycle-pedestrian;TC;0;0;TRUE;Human-induced;Impact;Medium;TRUE;;Overpass;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian overpass over the SS5 Via Tiburtina near Rome (Lazio) on 26 September 2013, caused by the impact of a heavy goods vehicle with an oversized load that struck the underside of the bridge while travelling on the road below. No fatalities or injuries were reported as the bridge was unoccupied at the time. The event prompted closure of the Via Tiburtina and structural assessment of adjacent structures.
B13.10.01;carasco-2013;2013-10-22;Carasco;Genova;Liguria;44.3533;9.3434;waterway;Sturla stream;National;TC;2;1;TRUE;Natural;Hydraulic;High;TRUE;Ponte San Pietro;Beam bridge;Reinforced concrete;;Flagship;"Total collapse of the Ponte di Carasco over the torrente Sturla (Valfontanabuona, Genova, Liguria) on 22 October 2013 during a violent flash flood (nubifragio) that struck the Fontanabuona valley. Two people died — Gino Gattorna (68) and Claudio Rosasco (45), both from Moconesi — whose car was swept into the flooded Sturla as the bridge collapsed while they were crossing. The bridge was a 55-metre national road crossing on the SP 225 Fontanabuona. One further person was injured. Subsequent judicial proceedings saw 4 employees of the former Provincia di Genova charged with culpable homicide and culpable collapse (allegedly prolonged failure to carry out scheduled inspections); they were acquitted in May 2017. The bridge was rebuilt in exceptional time — completed in 6 months — and reopened in April 2014."
B13.10.02;firenzuola-2013;2013-10-24;Firenzuola;Firenze;Toscana;44.1425;11.3566;waterway;Diaterna stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Diaterna stream near Firenzuola (Firenze, Tuscany) on 24 October 2013, triggered by hydraulic forces during the same autumn rainfall event that caused the Carasco collapse. The Diaterna is a minor mountain stream in the Apennines north of Florence. No fatalities or injuries were reported.
B13.11.01;olbia-2013-1;2013-11-18;Olbia;Sassari;Sardegna;40.8877;9.5052;waterway;Padrongianus river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Padrongianus river near Olbia (Sassari, Sardinia) on 18 November 2013, triggered by the catastrophic flooding caused by Ciclone Cleopatra — which dropped 440 mm in a few hours, killing 19 people across Sardinia and causing €660 million of damage. Olbia suffered 9 deaths. No fatalities directly attributed to this specific collapse.
B13.11.02;oliena-2013-1;2013-11-18;Oliena;Nuoro;Sardegna;40.2956;9.4764;waterway;Cedrino river;Provincial/Regional;TC;1;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte di Oloè;Beam bridge;Reinforced concrete;;Flagship;"Total collapse of the Ponte di Oloè on the SP46 provincial road between Oliena and Dorgali (Nuoro, Sardinia) on 18 November 2013, caused by the catastrophic flooding of the Cedrino river during Ciclone Cleopatra. Inspector Luca Tanzi (40), a police officer responding to the emergency with three colleagues escorting an ambulance, was killed when the bridge spalletta collapsed suddenly at approximately 18:30, plunging his Land Rover into the void. His three colleagues survived. The bridge was placed under judicial sequestration; subsequent works were found to use substandard materials. A 30-person trial for culpable homicide and disastro colposo was opened; a second trial addressed the fraudulent reconstruction. The bridge was not reopened for over 10 years."
B13.11.03;olbia-2013-2;2013-11-18;Olbia;Sassari;Sardegna;40.9653;9.278;waterway;Rio Badu Pinasu;Provincial/Regional;TC;3;0;TRUE;Natural;Hydraulic;High;TRUE;;Viaduct;Reinforced concrete;;Flagship;Total collapse of a section of the SP38 provincial road at Monte Pino near Olbia (Sassari, Sardinia) on 18 November 2013, caused by a voragine (sinkhole/collapse) triggered by the catastrophic flooding of the Rio Badu Pinasu stream during Ciclone Cleopatra. Three people died: Bruno Fiore, his wife Sebastiana Brundu, and his consuocera Maria Loriga, who were travelling on the road when a large section gave way. The collapse created a monument to 'inefficiency' — the road remained unrepaired for years. Three people were convicted by the Tribunale di Tempio Pausania in March 2022 for culpable collapse and culpable homicide.
B13.11.04;oliena-2013-2;2013-11-18;Oliena;Nuoro;Sardegna;40.2963;9.3932;waterway;Cedrino river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;"Total collapse of a second provincial/regional bridge over the Cedrino river near Oliena (Nuoro, Sardinia) on 18 November 2013, caused by Ciclone Cleopatra. This was a separate crossing from the Ponte di Oloè on the SP46; its collapse contributed to the complete isolation of the Oliena-Dorgali area. No fatalities directly attributed to this specific collapse."
B13.11.05;galatelli-2013;2013-11-18;Galatelli;Nuoro;Sardegna;40.3935;9.5845;waterway;Rio Sologo;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Rio Sologo near Galatelli (Nuoro, Sardinia) on 18 November 2013, triggered by the extreme flooding caused by Ciclone Cleopatra. No fatalities directly attributed to this specific collapse.
B13.11.06;olbia-2013-3;2013-11-18;Olbia;Olbia;Sardegna;40.88165;9.470236;waterway;Rio Enas;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Rio Enas near Olbia (Sassari, Sardinia) on 18 November 2013, caused by the catastrophic flooding during Ciclone Cleopatra. Olbia, as the epicentre of the disaster with 9 deaths, suffered the destruction of multiple bridges and road infrastructure. No fatalities directly attributed to this specific collapse.
B13.11.07;foligno-2013;2013-11-19;Foligno;Perugia;Umbria;42.9842557783153;12.7351555203804;waterway;Topino river;Municipal;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte di Scanzano;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Topino river near Foligno (Perugia, Umbria) on 19 November 2013, triggered by hydraulic forces during autumn flooding. No fatalities or injuries were reported.
B13.12.01;rubbianello-2013;2013-12-02;Rubbianello;Ascoli;Marche;43.0584;13.7184;waterway;Aso river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Aso river near Rubbianello (Fermo, Marche) on 2 December 2013, triggered by hydraulic forces during autumn rainfall. No fatalities or injuries were reported.
B13.12.02;apice-2013;2013-12-02;Apice;Benevento;Campania;41.1381;14.9263;waterway;Miscano river;Provincial/Regional;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a provincial/regional bridge over the Miscano river near Apice (Benevento, Campania) on 2 December 2013, triggered by hydraulic forces. No fatalities or injuries were reported.
B13.12.03;costa-di-serina-2013;2013-12-02;Costa di Serina;Bergamo;Lombardia;45.841449;9.730167;waterway;Serina stream;Provincial/Regional;TC;0;0;TRUE;Natural;Landslide;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Serina stream near Costa di Serina (Bergamo, Lombardy) on 2 December 2013, triggered by a landslide during intense rainfall. No fatalities or injuries were reported.
B14.04.01;pisa-2014;2014-04-23;Pisa;Livorno;Toscana;43.5838;10.3058;waterway;Darsena;National;PC;0;0;FALSE;Human-induced;Material;High;TRUE;Viadotto Navicelli;Frame;Steel;;Standard;"Partial collapse of the Viadotto Navicelli, a moveable road bridge on the FiPiLi superstrada at Calambrone (Pisa, Tuscany) crossing the Canale dei Navicelli, on 23 April 2014 at approximately 11:00. During a closing manoeuvre after allowing a sailing vessel to pass, a series of bridge components fell onto the roadway below, causing panic among motorists. The collapse was caused by the failure of bolts holding the moveable span. No fatalities or injuries were reported. The bridge, managed by Società Navicelli, is a vital link between the Pisa and Livorno nautical industrial districts; its closure severely disrupted operations for dozens of nautical firms. Repairs required at least one month and two cranes. Confindustria noted that an analogous collapse had occurred at the same bridge in 2014 when a further event occurred in 2026."
B14.05.01;sant-elpidio-a-mare-2014;2014-05-03;Sant'Elpidio a Mare;Fermo;Marche;43.2294;13.6656;waterway;Eto Morto river;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Ete Morto river near Sant'Elpidio a Mare (Fermo, Marche) on 3 May 2014, triggered by hydraulic forces during a flood event. No fatalities or injuries were reported.
