"event_id","event_slug","date","municipality","province","province_code","province_key","province_raw","province_validation_status","region","latitude","longitude","bridge_crossing_type","bridge_crossing_name","destination_use","collapse_severity","victims","injuries","triggered","cause_category","specific_cause","failure_trigger","failure_process","component_involved","failure_cause_evidence","hydraulic_intelligence","source_confidence","exact_location","bridge_name","structural_type","material_type","construction_year","construction_year_numeric","construction_year_raw","curation_level","description"
"IT14.11.01","trasta-2014","2014-11-10","Trasta","Genova","210","genova","Genova","validated","Liguria","44.4594","8.8852","waterway","Rio Ciliegio","Cycle-pedestrian","TC","0","0","true","Natural","Hydraulic","Flood","Overtopping / hydrodynamic action","Multiple components","Probable","{""trigger"":""flood"",""failure_process"":""overtopping_or_hydrodynamic_action"",""component_involved"":""multiple_components"",""evidence_level"":""probable"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a cycle-pedestrian bridge over the Rio Ciliegio near Trasta, a fraction of Genova (Liguria) on 10 November 2014, triggered by the major flash flood that struck the Genova area — the second catastrophic alluvione in three years after the deadly 2011 event. The Rio Ciliegio is a minor stream in the Genova hinterland that overflowed during the event, which caused 1 death and widespread infrastructure damage across the city. No fatalities directly attributed to this specific collapse. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P079 (accuratezza diagnosi dec=0.5): processo = carico idraulico sulla struttura; componenti danneggiate = pile, spalle, impalcato; evidenza di sormonto = ?."
"IT14.11.02","ventimiglia-2014","2014-11-15","Ventimiglia","Imperia","8","imperia","Imperia","validated","Liguria","43.8224","7.5775","waterway","Bevera stream","Municipal","PC","0","0","true","Natural","Hydraulic","Flood","Scour","Pier / foundation","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""pier_foundation"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a municipal bridge over the Bevera stream near Ventimiglia (Imperia, Liguria) on 15 November 2014, caused by the extreme hydraulic event that struck the Liguria di Ponente. Ventimiglia and the Bevera valley were severely affected by flooding during the November 2014 Liguria rainfall events. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P165 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = pile; evidenza di sormonto = no."
"IT14.11.03","salice-terme-2014","2014-11-16","Salice Terme","Pavia","18","pavia","Pavia","validated","Lombardia","44.9187","9.0295","waterway","Staffora stream","Municipal","PC","0","0","true","Natural","Hydraulic","Flood","Scour","Pier / foundation","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""pier_foundation"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a municipal bridge over the Staffora stream at Salice Terme, fraction of Godiasco Salice Terme (Pavia, Lombardy) on 16 November 2014, caused by flooding of the Staffora during the November 2014 northern Italy rainfall event. The Staffora, flowing through the Oltrepò Pavese, overflowed causing infrastructure damage in the Pavia area. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P147 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = pile; evidenza di sormonto = no."
"IT14.12.01","mezzojuso-2014","2014-12-30","Mezzojuso","Palermo","282","palermo","Palermo","validated","Sicilia","37.892697","13.461","valley","Municipality of Mezzojuso","National","TC","0","0","false","Human-induced","Design and Construction","No identifiable external trigger","Other documented mode","Approach embankment","Documented","","High","true","Viadotto Scorciavacche","","Steel-concrete composite","2014","2014","2014","Flagship","Total collapse of the Viadotto Scorciavacche on the SS189 Palermo-Agrigento expressway near Mezzojuso (Palermo, Sicily) on 30 December 2014, exactly seven days after its inauguration. The viaduct had been opened without the required structural testing and certification (collaudo), with ANAS having moved the inauguration forward by three months. The structure, built on unstable terrain, failed within a week of opening to traffic. The collapse was a major national scandal: Prime Minister Matteo Renzi expressed public outrage; the Procura di Termini Imerese opened an investigation for attentato alla sicurezza dei trasporti and falso, indicting the ex-ANAS president Pietro Ciucci and several ANAS directors. After years of procedural battles, most charges were declared prescribed in 2023; in January 2025 the remaining defendants were acquitted. No fatalities or injuries were reported as the viaduct failed without vehicles in transit."
"IT15.03.01","laino-borgo-2015","2015-03-03","Laino Borgo","Cosenza","78","cosenza","Cosenza","validated","Calabria","39.943442","15.960189","valley","Municipality of Laino Borgo","Motorway","TC","1","0","true","Human-induced","Impact","Demolition operation","Other documented mode","Deck / superstructure","Documented","","High","true","Viadotto Italia","Beam bridge","Steel","1969","1969","1969","Flagship","Total collapse of approach span no. 13 (Reggio Calabria side) of the Viadotto Italia on the A3/A2 del Mediterraneo motorway between Laino Borgo and Mormanno (Cosenza, Calabria) on 2 March 2015 at approximately 17:00, during demolition works as part of the Macrolotto 3.2 motorway widening programme. The steel span, found to lack fixings on both supports, slid off pier 12 and fell approximately 80 metres into the Lao gorge below. One worker — Adrian Ionel Miholca, 25, Romanian national of Nitrex Srl — was carried down with the span and died on impact. The Procura di Castrovillari sequestered the entire viaduct; the A3 between Laino Borgo and Mormanno remained closed for several months, effectively isolating Calabria from the rest of Italy along the main north-south motorway axis. ANAS established an internal inquiry commission. The Viadotto Italia, designed with consultancy of Riccardo Morandi and inaugurated in 1969, was at the time the highest bridge in Italy (240m above the valley floor) and had been Europe's highest until 2004."
"IT15.03.02","cerami-2015","2015-03-14","Cerami","Enna","86","enna","Enna","validated","Sicilia","37.777473","14.494313","waterway","Cerami river","Cycle-pedestrian","PC","0","0","false","Human-induced","Material","No identifiable external trigger","","Deck / superstructure","Unspecified","","Medium","true","Ponte di Cicerone","Arch bridge","Masonry","","","","Standard","Partial collapse of a cycle-pedestrian bridge over the Cerami river near Cerami (Enna, Sicily) on 14 March 2015, caused by structural deterioration in the absence of adequate maintenance. No fatalities or injuries were reported. Cerami has a notable medieval arch bridge of the XII century over the Cerami river, but this event relates to a separate structure in the same area. Limited documentation available for this specific event."
"IT15.03.03","enna-2015","2015-03-28","Enna","Enna","86","enna","Enna","validated","Sicilia","37.571078","14.286953","valley","Enna's panoramic road","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Arch bridge","Masonry","","","","Standard","Total collapse of a provincial/regional bridge on the panoramic road of Enna (Sicily) on 28 March 2015, triggered by hydraulic phenomena during spring rainfall. No fatalities or injuries were reported. Enna's hilly terrain makes the provincial road network particularly vulnerable to hydraulic and landslide events during the rainy season. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT15.04.01","himera-scillato-2015","2015-04-10","Scillato","Palermo","282","palermo","Palermo","validated","Sicilia","37.857","13.906","waterway","Grande river","Motorway","TC","0","0","true","Natural","Landslide","Landslide / slope failure","Knocked down by external action","Pier / foundation","Documented","","High","true","Viadotto Himera","Beam bridge","Prestressed concrete","1970","1970","1970","Flagship","Total collapse and severe deformation of the Himera motorway viaduct near Scillato (Sicily) on 10 April 2015 caused by a large landslide affecting the foundation area and surrounding slope. The event interrupted a major motorway connection in Sicily without causing fatalities or injuries."
"IT15.09.01","bobbio-2015","2015-09-14","Bobbio","Piacenza","33","piacenza","Piacenza","validated","Emilia-Romagna","44.7949","9.4141","waterway","Trebbia river","National","TC","0","0","true","Natural","Hydraulic","Flood","Overtopping / hydrodynamic action","Deck / superstructure","Probable","{""trigger"":""flood"",""failure_process"":""overtopping_or_hydrodynamic_action"",""component_involved"":""deck_or_superstructure"",""evidence_level"":""probable"",""taxonomy_version"":""hydraulic-v2""}","High","true","Barberino bridge","Arch bridge","Masonry","1950","1950","1950","Standard","Total collapse of a national road bridge over the Trebbia river near Bobbio (Piacenza, Emilia-Romagna) on 14 September 2015, triggered by the severe flooding of the Trebbia during intense late-summer rainfall. The Trebbia is known for its powerful flash floods in the upper valley. No fatalities or injuries were reported. The medieval Ponte Gobbo (humpback bridge), a symbol of Bobbio, survived the event despite heavy flooding around it; the collapsed structure was a modern RC road bridge. Il ponte di Barberino (arco in muratura anni '50) cedette per la spinta dell'acqua durante la piena 'cinquecentenaria' del Trebbia; fonti locali segnalano anche il degrado manutentivo pregresso del manufatto. Nessuna perizia pubblica reperita. [Il database Polimi (D'Angelo et al. 2025, S3, record P080, dec=1) classifica invece il processo come: erosione verticale (scour).]"
"IT15.10.01","circello-2015","2015-10-15","Circello","Benevento","62","benevento","Benevento","validated","Campania","41.3707","14.7882","waterway","Tammarecchia river","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Bank erosion / embankment failure","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""bank_erosion_or_embankment_failure"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte Tammarecchia","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the Ponte Tammarecchia on the SP ex-SS 625 between Campolattaro and Circello (Benevento, Campania) on 15 October 2015, triggered by the catastrophic flash flood that struck the Sannio region — one of the most severe hydraulic events ever recorded in the province. The masonry pillar was swept away by the Tammarecchia river in full spate, isolating the Alto Tammaro area and cutting off several communities. One of 5 bridges in Circello alone destroyed in the event. The Esercito Italiano deployed Bailey bridge technology; a provisional crossing was installed within months. A permanent replacement bridge (€950,000) was inaugurated in 2018. No fatalities directly attributed to this specific collapse. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P084 (accuratezza diagnosi dec=1): processo = erosione laterale di sponda; componenti danneggiate = pile, spalle, rilevato di accesso, impalcato; evidenza di sormonto = ?. Multi-span reinforced-concrete bridge (RC piers and abutments, RC deck) with piers in the riverbed; collapse triggered by failure of a central pier due to foundation scour during the flood."
"IT15.10.02","morcone-2015","2015-10-15","Morcone","Benevento","62","benevento","Benevento","validated","Campania","41.3289","14.7653","waterway","Tammarecchia river","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Pier / foundation","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""pier_foundation"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a provincial/regional bridge over the Tammarecchia river near Morcone (Benevento, Campania) on 15 October 2015, during the catastrophic flash flood that struck the Sannio region. The bridge was one of multiple structures destroyed on the same waterway during the event, which caused €1.1 billion of total damage across the province. No fatalities directly attributed to this specific collapse. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P085 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = pile; evidenza di sormonto = no."
"IT15.10.03","cautano-2015","2015-10-15","Cautano","Benevento","62","benevento","Benevento","validated","Campania","41.1361","14.6333","waterway","Jenga stream","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte Jenga","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the Ponte Jenga on SP109 over the Jenga stream between Campoli Monte Taburno and Cautano (Benevento, Campania) on 15 October 2015, triggered by the catastrophic Benevento flood event. The Provincia di Benevento approved a reconstruction project of €950,000 for the new bridge. No fatalities directly attributed to this specific collapse. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT15.10.04","casalduni-2015","2015-10-15","Casalduni","Benevento","62","benevento","Benevento","validated","Campania","41.2615","14.7016","waterway","Alente river","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the bridge on SP95 (Malepara) over the Alente river connecting Casalduni with the SS88 (Benevento, Campania) on 15 October 2015, during the catastrophic Sannio flood event. Casalduni was left completely isolated, without water and electricity, following the collapse. The Esercito Italiano deployed Bailey bridge technology for emergency access. Reconstruction project approved for €570,000. No fatalities directly attributed to this specific collapse. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P088 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = spalle, impalcato; evidenza di sormonto = no."
"IT15.10.05","baselice-2015","2015-10-19","Baselice","Benevento","62","benevento","Benevento","validated","Campania","41.4015","14.9459","waterway","Cervaro stream","Municipal","TC","0","0","true","Natural","Hydraulic","Flood","Other documented hydraulic process","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""other_documented_hydraulic_process"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a municipal bridge over the Cervaro stream near Baselice (Benevento, Campania) on 19 October 2015, triggered by hydraulic phenomena associated with the continuing effects of the October 2015 Sannio flood event. Baselice was among the municipalities damaged during the emergency in which the Esercito Italiano intervened. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P153 (accuratezza diagnosi dec=1): processo = altro processo (es. colata detritica/frana); componenti danneggiate = pile, impalcato; evidenza di sormonto = no."
"IT15.11.01","marina-di-caulonia-2015","2015-11-01","Marina di Caulonia","Reggio Calabria","280","reggio-di-calabria","Reggio Calabria","name_mismatch_coordinates_resolved","Calabria","38.348","16.4729","waterway","Allaro river","National","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Pier / foundation","Probable","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""pier_foundation"",""evidence_level"":""probable"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte Allaro","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the northbound carriageway of the Ponte Allaro on the SS106 Jonica national road near Marina di Caulonia (Reggio Calabria, Calabria) on 1 November 2015, during the major flood that struck the Locride area (the 'alluvione della Locride', 31 October–2 November 2015). The Allaro river overwhelmed the bridge, causing the collapse of the 'ponte monarchico' (the older of the two parallel structures). The remaining partial structure was demolished on 6 November 2015 for safety reasons. ANAS appaltò reconstruction works of €2.5 million in December 2016; the new bridge was opened in December 2020. No fatalities directly attributed to this specific bridge collapse (though the broader flood claimed multiple victims in the area). Piena della fiumara Allaro (alluvione Locride, nov. 2015): crollo della corsia 'monarchica' del ponte SS106. Il successivo progressivo abbassamento dell'impalcato della corsia superstite durante le piene seguenti indica cedimenti fondali (scalzamento) come meccanismo probabile; nessuna perizia pubblica reperita."
"IT16.03.01","stigliano-2016","2016-03-18","Stigliano","Matera","77","matera","Matera","validated","Basilicata","40.3342","16.3132","waterway","Sauro stream","Provincial/Regional","PC","0","0","true","Natural","Hydraulic","Flood","Bank erosion / embankment failure","Approach embankment","Documented","{""trigger"":""flood"",""failure_process"":""bank_erosion_or_embankment_failure"",""component_involved"":""approach_embankment"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","Viadotto Marrazzita","","Reinforced concrete","","","","Standard","Partial collapse of the Viadotto Marrazzita on the SP2 'Saurina' at km 4+100 near Stigliano (Matera, Basilicata) on 18 March 2016, caused by intense rainfall that saturated the roadway embankment and caused the voiding of material around a bridge abutment, opening a large sinkhole. The Provincia di Matera issued emergency ordinance n.21/2016 closing the SP2. TOTAL E&P S.p.A. funded emergency repair works; the bridge was reopened within approximately two weeks. No fatalities or injuries were reported. Saturazione e svuotamento del materiale del rilevato stradale documentati dalle fonti (viadotto Marrazzita)."
"IT16.09.01","trivento-2016","2016-09-10","Trivento","Campobasso","70","campobasso","Campobasso","validated","Molise","41.7781","14.5707","waterway","Rivo stream","Municipal","PC","0","0","true","Natural","Hydraulic","Flood","Bank erosion / embankment failure","Approach embankment","Documented","{""trigger"":""flood"",""failure_process"":""bank_erosion_or_embankment_failure"",""component_involved"":""approach_embankment"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a municipal bridge over the torrente Rio in the Macchialaccavone locality of Trivento (Campobasso, Molise) on 10 September 2016, caused by an exceptional flash flood that struck the area following a violent thunderstorm. The collapse isolated several contrade including Casale San Felice, Querciapiana and Montagna, and interrupted the provincial road connecting Trivento to Campobasso for several hours. The Vigili del fuoco and Protezione Civile intervened with pumps. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P136 (accuratezza diagnosi dec=1): processo = erosione del rilevato in alveo/golena; componenti danneggiate = rilevato di accesso; evidenza di sormonto = no."
"IT16.10.01","annone-ss36-2016","2016-10-28","Annone di Brianza","Lecco","97","lecco","Lecco","validated","Lombardia","45.791","9.333","road","SS36","Provincial/Regional","TC","1","5","true","Human-induced","Overload","Exceptional overload","Overstress","Deck / superstructure","Probable","","High","true","Cavalcavia di Annone","Beam bridge","Prestressed concrete","1965","1965","1965","Flagship","Total collapse of the Annone overpass over the SS36 near Lecco on 28 October 2016 triggered by the transit of an overweight heavy transport vehicle. The collapse caused one fatality and multiple injuries, interrupting a major road connection in northern Italy."
"IT16.11.01","bruzzano-zeffirio-2016","2016-11-18","Bruzzano Zeffirio","Reggio Calabria","280","reggio-di-calabria","Reggio Calabria","name_mismatch_coordinates_resolved","Calabria","38.0041","16.084","waterway","Bruzzano stream","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the bridge over the torrente Bruzzano on the SP65 provincial road at Bruzzano Zeffirio (Reggio Calabria, Calabria) on 18 November 2016, caused by renewed rainfall that brought down the surviving half-span of the bridge already severely damaged by the 31 October–2 November 2015 alluvione della Locride. The structure had been closed to traffic since the 2015 event. No fatalities or injuries were reported as the bridge was already interdicted. The 2016 collapse was total, completing the destruction begun a year earlier. Provincial technicians immediately began precautionary checks on an adjacent bridge. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P091 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = pile, impalcato; evidenza di sormonto = no."
"IT16.11.02","murialdo-2016","2016-11-24","Murialdo","Savona","9","savona","Savona","validated","Liguria","44.308","8.1211","waterway","Bormida stream","Municipal","TC","0","0","true","Natural","Hydraulic","Flood","Overtopping / hydrodynamic action","Deck / superstructure","Probable","{""trigger"":""flood"",""failure_process"":""overtopping_or_hydrodynamic_action"",""component_involved"":""deck_or_superstructure"",""evidence_level"":""probable"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte delle Fucine","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the Ponte delle Fucine over the Bormida river at Murialdo (Savona, Liguria) on the afternoon of 24 November 2016, during the major flood event that struck Piemonte and Liguria (21-25 November 2016) with rainfall comparable to the 1994 alluvione del Piemonte. The Bormida flood sheared off the bridge span, isolating approximately 40 families in the borgate Conradi and Pallareto. The mayor declared the situation 'dramatic'; a temporary ford was installed as an emergency measure. The event prompted significant debate on bridge hydraulic design standards, as the old bridge had zero freeboard against the 200-year flood. A new 57-metre single-span steel bridge was inaugurated in October 2021 after €1.76 million of Regione Liguria funding. Documentazione Regione Liguria (ricostruzione): il vecchio ponte aveva franco idraulico nullo rispetto alla piena bicentennale e pile in alveo con rischio di ostruzione al deflusso; la piena del Bormida ha tranciato la campata. Il nuovo ponte elimina tali criticita' (campata unica, franco 1,5 m). [Il database Polimi (D'Angelo et al. 2025, S3, record P127, dec=1) classifica invece il processo come: erosione laterale di sponda + carico idraulico sulla struttura.]"
"IT16.11.03","sanfront-2016","2016-11-24","Sanfront","Cuneo","4","cuneo","Cuneo","validated","Piemonte","44.6544","7.3242","waterway","Po river","Municipal","PC","0","0","true","Natural","Hydraulic","Flood","Bank erosion / embankment failure","Approach embankment","Documented","{""trigger"":""flood"",""failure_process"":""bank_erosion_or_embankment_failure"",""component_involved"":""approach_embankment"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a municipal bridge over the Po river near Sanfront (Cuneo, Piemonte) on 24 November 2016, triggered by the exceptional flooding of the Po during the major November 2016 Piemonte flood event. Rainfall at Piaggia (CN) exceeded 632 mm total during the event, and the Po at its upper valley sections reached extremely high levels. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P143 (accuratezza diagnosi dec=1): processo = erosione laterale di sponda; componenti danneggiate = rilevato di accesso; evidenza di sormonto = no."
"IT16.11.04","monesi-di-triora-2016","2016-11-24","Monesi di Triora","Imperia","8","imperia","Imperia","validated","Liguria","44.0784","7.7457","waterway","Rio Bevera","Provincial/Regional","TC","0","0","true","Natural","Landslide","Landslide / slope failure","Knocked down by external action","","Documented","","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a provincial/regional bridge over the Rio Bevera near Monesi di Triora (Imperia, Liguria) on 24 November 2016, triggered by a landslide associated with the extreme rainfall event that struck the Liguria di Ponente — particularly the Valle Arroscia and upper Val Bormida areas, where accumulations reached 349 mm in 24 hours at Pieve di Teco. The Monesi di Triora area is in the upper Tanaro basin and was severely affected by the event. No fatalities or injuries were reported."
"IT16.11.05","priola-2016","2016-11-25","Priola","Cuneo","4","cuneo","Cuneo","validated","Piemonte","44.2577","8.0254","waterway","Tanaro river","Municipal","PC","0","0","true","Natural","Hydraulic","Flood","Bank erosion / embankment failure","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""bank_erosion_or_embankment_failure"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a municipal bridge over the Tanaro river near Priola (Cuneo, Piemonte) on 25 November 2016, triggered by the extreme flooding of the upper Tanaro during the major November 2016 Piemonte flood event. Tanaro levels at Garessio reached 4.88 metres, described as comparable to the catastrophic 1994 alluvione. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P125 (accuratezza diagnosi dec=1): processo = erosione laterale di sponda; componenti danneggiate = spalle, rilevato di accesso; evidenza di sormonto = yes."
"IT16.11.06","sanfront-po-secondo-ponte-2016","2016-11-24","Sanfront","Cuneo","4","cuneo","Cuneo","validated","Piemonte","44.6593","7.3166","waterway","Po river","Municipal","PC","0","0","true","Natural","Hydraulic","Flood","Bank erosion / embankment failure","Approach embankment","Documented","{""trigger"":""flood"",""failure_process"":""bank_erosion_or_embankment_failure"",""component_involved"":""approach_embankment"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","false","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a second road bridge over the Po river at Sanfront (Cuneo) during the 24 November 2016 flood, distinct from event B16.11.03 (~0.8 km apart). Documented in the Polimi river-bridge failure database (record P144, dec=1): lateral bank erosion affecting the approach embankment. D'Angelo, Ballio & Ravazzani (2025), 'Geomorphologic risk factors for river bridges', IJDRR, database supplementare S3, record P144 (dec=1): secondo ponte danneggiato a Sanfront nella piena del Po del 24/11/2016 (a ~800 m dal ponte della scheda B16.11.03); processo = erosione laterale di sponda; componente = rilevato di accesso; sormonto = no."
"IT17.01.01","caulonia-marina-2017","2017-01-23","Caulonia Marina","Reggio Calabria","280","reggio-di-calabria","Reggio Calabria","name_mismatch_coordinates_resolved","Calabria","38.348037","16.472968","waterway","Allaro river","National","PC","0","0","true","Natural","Hydraulic","Flood","Scour","Pier / foundation","Probable","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""pier_foundation"",""evidence_level"":""probable"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte Allaro","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of the Ponte Allaro on the SS106 Jonica national road near Caulonia Marina (Reggio Calabria, Calabria) on 23 January 2017, during a severe rainfall event that caused the Allaro river to flood. Two bridge spans on the carriageway already closed to traffic since the November 2015 flood (which had caused partial collapse of the original 'monarchico' bridge) gave way completely. ANAS had already contracted reconstruction works worth 2.5 million euros in December 2016. The SS106 remained closed in both directions. No fatalities or injuries were reported. The new bridge was finally rebuilt and reopened in December 2020 after five years of closures. Anas e Ministero dell'Interno documentano l'avvallamento del piano viabile e l'abbassamento dell'impalcato della corsia 'repubblicana' del ponte Allaro a seguito delle piene: cedimento fondale progressivo (scalzamento) che porto' a chiusura e successiva demolizione del manufatto."
"IT17.03.01","camerano-2017","2017-03-09","Camerano","Ancona","42","ancona","Ancona","validated","Marche","43.4973","13.5643","road","SP10","Provincial/Regional","TC","2","3","true","Human-induced","Design and Construction","Lifting / construction operation","Falsework / temporary works collapse","Temporary works","Documented","","High","true","Ponte n. 167 A14","Beam bridge","Prestressed concrete","","","","Flagship","Total collapse of bridge no. 167 on the A14 motorway at km 235+800 near Camerano (Ancona, Marche) on 9 March 2017 at approximately 13:30, during lifting operations as part of the construction of a third motorway lane. The temporary support structure failed, causing the bridge span to fall onto the open motorway carriageway below. Two people died — Emidio Diomede (60) and Antonella Viviani (54) from Spinetoli (Ascoli Piceno) — whose car was crushed by the falling deck while travelling towards the hospital; three Romanian construction workers were injured. The judicial investigation involved 22 individuals and four companies (Autostrade per l'Italia, Spea Engineering, Pavimental and Delabech), with charges of culpable homicide, culpable collapse and workplace safety violations. The MIT appointed an independent inspection commission. The engineering expert appointed by the prosecution concluded that risks had been systematically underestimated in both the design and execution phases."
"IT17.04.01","fossano-2017","2017-04-18","Fossano","Cuneo","4","cuneo","Cuneo","validated","Piemonte","44.5661","7.7238","road","SS231","National","TC","0","0","false","Human-induced","Design and Construction","No identifiable external trigger","","Deck / superstructure","Probable","","High","true","Svincolo Marene tangenziale Fossano","Beam bridge","Prestressed concrete","1990","1990","1990","Standard","Total collapse of the Marene ramp of the Fossano ring road (SS231) on 18 April 2017. The span failed suddenly without a significant external load; two Carabinieri escaped immediately before the collapse. Initial ANAS technical assessments pointed to construction defects as the leading cause hypothesis. The governing physical failure process has not been established in publicly available documentation and remains Unspecified."
